,Time (sec),PT1 (psi),PT2 (psi),V (V),I (A),Flow Rate (GPM),GV,DP
1366,631.591,38.2923,32.0676,12.0175,1.3574,27.3404,0,6.2247
1367,632.46,37.9102,31.8996,12.0264,1.3731,27.3028,0,6.0106
1368,633.331,38.097,31.8088,12.0001,1.3691,27.2653,0,6.2882
1369,634.203,38.1633,31.9353,12.0697,1.3421,27.6113,0,6.228
1370,635.075,37.9312,31.8689,11.9815,1.3472,27.3819,0,6.0623
1371,635.949,38.2296,32.0914,12.0122,1.3499,27.153,0,6.1382
1372,636.822,38.0394,32.0354,11.9362,1.3575,27.4977,0,6.004
1373,637.698,38.1354,31.9709,12.0053,1.3757,27.2692,0,6.1645
1374,638.573,38.1179,32.0438,12.0418,1.3543,27.4223,0,6.0741
1375,639.45,38.2174,32.2289,11.9993,1.3445,27.3847,0,5.9885
1376,640.327,38.1406,32.1415,12.0365,1.3526,27.727,0,5.9991
1377,641.205,38.1424,32.2425,11.9932,1.3448,27.3097,0,5.8999
1378,642.084,37.9762,32.2119,11.886,1.371,27.2724,0,5.7643
1379,642.964,37.9381,32.1152,11.9873,1.3393,27.6133,0,5.8229
1380,643.845,38.0808,32.0643,11.9944,1.3552,27.1978,0,6.0165
1381,644.726,38.141,32.2713,12.0341,1.3587,27.5378,0,5.8697
1382,645.608,37.9818,32.0439,12.0362,1.3622,27.5002,0,5.9379
1383,646.492,38.1686,32.105,11.8629,1.3615,27.0864,0,6.0636
1384,647.376,38.0751,32.2492,12.0102,1.3613,27.4251,0,5.8259
1385,0,38.0736,32.1847,12.0668,1.3502,,0,5.8889
1386,0.233,38.1445,32.1934,12.0192,1.3534,0,0,5.9511
1387,0.468,38.067,32.1525,12.0656,1.3527,0,0,5.9145
1388,0.703,38.1394,32.1864,12.0859,1.3665,0,0,5.953
1389,0.939,38.0172,32.0473,11.9847,1.3457,129.505,0,5.9699
1390,1.176,38.1617,32.2898,12.0244,1.3517,0,0,5.8719
1391,1.412,38.1049,32.1254,12.0373,1.3334,86.1227,0,5.9795
1392,1.649,38.0808,32.1943,11.9972,1.364,0,0,5.8865
1393,1.885,38.043,31.9064,12.0575,1.3525,0,0,6.1366
1394,2.121,38.191,32.243,11.9353,1.364,114.6678,0,5.948
1395,2.36,38.0602,32.0591,11.9779,1.3547,51.5276,0,6.0011
1396,2.598,37.9716,32.0522,12.0094,1.353,46.8072,0,5.9194
1397,2.836,38.0068,32.1142,12.0559,1.3642,0,0,5.8926
1398,3.074,37.9586,32.0948,12.026,1.3601,0,0,5.8638
1399,3.312,38.0499,31.9441,12.0551,1.3454,0,0,6.1058
1400,3.55,38.1118,32.1271,12.0106,1.3638,0,0,5.9847
1401,3.788,38.214,32.0812,12.043,1.3566,64.2055,0,6.1328
1402,4.027,37.9638,31.9782,12.0196,1.3535,30.1975,0,5.9856
1403,4.268,38.2254,32.2329,11.8985,1.3388,0,0,5.9925
1404,4.507,38.1858,32.0983,12.064,1.3579,26.9814,0,6.0875
1405,4.747,38.1424,32.1525,12.0223,1.3313,25.6173,0,5.9899
1406,4.987,38.1139,32.2034,12.0555,1.3542,0,0,5.9105
1407,5.226,38.1342,32.3188,11.9708,1.3462,0,0,5.8154
1408,5.466,38.1755,32.0371,12.0539,1.3564,22.2476,0,6.1384
1409,5.707,38.2271,32.1727,11.958,1.3626,42.6161,0,6.0544
1410,5.949,38.172,32.3568,12.0012,1.3465,40.8826,0,5.8152
1411,6.191,38.1581,32.1389,11.9831,1.3644,39.2845,0,6.0192
1412,6.433,38.0169,32.1304,11.9406,1.354,18.9033,0,5.8865
1413,6.675,38.172,32.2588,11.938,1.3581,0,0,5.9132
1414,6.916,38.0705,32.1491,11.9722,1.3505,35.1663,0,5.9214
1415,7.158,38.1139,32.066,11.994,1.3621,33.9774,0,6.0479
1416,7.401,38.1893,32.1108,12.0043,1.3571,16.4309,0,6.0785
1417,7.644,38.0447,31.9266,12.081,1.3452,31.8172,0,6.1181
1418,7.887,38.0957,32.1211,12.0191,1.3593,15.4184,0,5.9746
1419,8.13,38.1703,32.1905,11.8658,1.337,29.9152,0,5.9798
1420,8.374,38.0843,32.2174,11.9774,1.3572,29.0435,0,5.8669
1421,8.619,37.9783,31.9794,11.9936,1.3503,28.2179,0,5.9989
1422,8.863,38.1307,32.337,11.9422,1.3597,27.4411,0,5.7937
1423,9.107,38.2443,32.288,11.9098,1.3541,26.7059,0,5.9563
1424,9.352,38.1084,32.1985,11.9997,1.3544,26.0062,0,5.9099
1425,9.597,38.3267,32.3069,12.1097,1.3424,25.3423,0,6.0198
1426,9.842,38.0621,32.0344,11.9196,1.3469,24.7115,0,6.0277
1427,10.087,37.9888,32.1287,11.9681,1.3537,36.1669,0,5.8601
1428,10.334,38.296,32.3155,11.9819,1.3537,35.3025,0,5.9805
1429,10.582,38.2047,32.2742,11.9855,1.3559,34.4751,0,5.9305
1430,10.829,38.1255,32.1474,12.0074,1.3576,22.4592,0,5.9781
1431,11.076,38.1459,32.1584,12.0652,1.3552,21.9583,0,5.9875
1432,11.325,38.0636,32.1417,11.9443,1.3412,42.9511,0,5.9219
1433,11.573,38.193,32.1864,11.9378,1.3727,42.0307,0,6.0066
1434,11.822,38.1307,32.1899,11.9851,1.3415,41.1454,0,5.9408
1435,12.07,38.2255,32.0281,11.8888,1.3357,30.225,0,6.1974
1436,12.319,38.2047,32.2693,11.9252,1.3534,19.7427,0,5.9354
1437,12.568,38.0378,32.0626,11.9248,1.3548,29.0273,0,5.9752
1438,12.817,37.9036,31.949,11.9779,1.3566,37.9512,0,5.9546
1439,13.066,37.8519,31.9541,11.9099,1.3576,37.228,0,5.8978
1440,13.317,37.9862,32.0075,11.9236,1.3462,27.3947,0,5.9787
1441,13.568,38.0172,32.0264,12.0159,1.3428,17.9253,0,5.9908
1442,13.818,37.691,31.9522,11.9912,1.3425,35.202,0,5.7388
1443,14.068,37.8072,32.087,11.9556,1.3674,34.5764,0,5.7202
1444,14.319,38.0132,31.9084,11.9592,1.3473,25.4777,0,6.1048
1445,14.571,37.7967,32.1101,11.8362,1.3605,33.3828,0,5.6866
1446,14.823,37.8893,32.0897,11.9596,1.3606,32.8153,0,5.7996
1447,15.074,38.0708,32.1118,11.9076,1.3302,24.2016,0,5.959
1448,15.326,37.9328,31.9369,11.9317,1.3453,31.7383,0,5.9959
1449,15.579,38,32.1262,11.9677,1.3429,23.4171,0,5.8738
1450,15.832,37.9087,31.9524,12.0312,1.3326,30.7239,0,5.9563
1451,16.084,37.9121,31.9709,11.8828,1.344,30.2425,0,5.9412
1452,16.337,38.0938,32.0367,11.9115,1.3525,29.7742,0,6.0571
1453,16.59,38.046,31.9658,11.8803,1.3354,29.3201,0,6.0802
1454,16.843,38.0045,32.1898,11.9252,1.3565,28.8797,0,5.8147
1455,17.097,37.9122,32.0682,11.8128,1.3588,28.4506,0,5.844
1456,17.351,38.0688,32.1657,11.9099,1.3529,28.0342,0,5.9031
1457,17.605,37.9259,32.0091,11.9629,1.3577,34.5371,0,5.9168
1458,17.859,37.905,32.1171,11.9871,1.3654,27.2367,0,5.7879
1459,18.113,38.0825,32.0213,11.9285,1.3647,26.8548,0,6.0612
1460,18.369,37.9363,32.0522,11.8293,1.3544,33.1007,0,5.8841
1461,18.625,38.0289,31.9964,11.9442,1.3492,26.1166,0,6.0325
1462,18.881,37.9104,31.887,11.9568,1.3368,25.7624,0,6.0234
1463,19.137,38.0603,32.1983,11.9867,1.353,25.4178,0,5.862
1464,19.394,37.9931,32.2325,11.9175,1.3496,25.081,0,5.7606
1465,19.65,38.1445,31.9041,11.9681,1.3375,24.7542,0,6.2404
1466,19.906,37.9225,32.0282,11.9584,1.3427,24.4359,0,5.8943
1467,20.162,37.8106,32.095,11.8573,1.3493,24.1256,0,5.7156
1468,20.419,38.0292,32.1141,11.886,1.3522,23.822,0,5.9151
1469,20.676,38.0412,32.0377,11.9799,1.3429,23.5259,0,6.0035
1470,20.934,37.9643,31.9836,11.9807,1.3449,23.2359,0,5.9807
1471,21.191,37.8846,31.9919,11.9633,1.3712,22.9541,0,5.8927
1472,21.449,38.0309,32.1284,11.9155,1.3555,28.3475,0,5.9025
1473,21.707,38.0341,32.1355,11.8528,1.3453,28.0106,0,5.8986
1474,21.966,37.9102,31.9064,12.0361,1.3532,33.2164,0,6.0038
1475,22.224,37.7609,31.8335,11.9908,1.3362,32.8308,0,5.9274
1476,22.483,37.8811,31.937,11.9285,1.3442,32.4526,0,5.9441
1477,22.743,37.9604,31.9404,11.9341,1.362,21.3877,0,6.02
1478,23.003,37.8812,32.109,11.9928,1.3409,31.719,0,5.7722
1479,23.263,37.9518,32.1211,12.028,1.3662,31.3644,0,5.8307
1480,23.523,37.8037,32.0558,11.8838,1.355,25.8481,0,5.7479
1481,23.783,38.0586,32.1457,11.9533,1.337,30.6787,0,5.9129
1482,24.043,38.2237,32.1056,11.9232,1.3526,20.2313,0,6.1181
1483,24.305,37.891,32.1096,11.9807,1.3622,30.0198,0,5.7814
1484,24.566,37.8811,31.8606,12.0009,1.3645,24.7507,0,6.0205
1485,24.827,37.9393,32.0235,11.9006,1.34,29.3886,0,5.9158
1486,25.089,37.9173,31.8354,11.9665,1.339,29.0817,0,6.0819
1487,25.351,38.2237,32.1847,11.9629,1.3518,28.7812,0,6.039
1488,25.613,37.9655,31.9386,11.9389,1.3543,23.739,0,6.0269
1489,25.875,38.0237,32.0863,11.8771,1.3411,28.1983,0,5.9374
1490,26.137,37.969,31.9671,11.8844,1.3544,27.9156,0,6.0019
1491,26.401,37.9218,32.0066,12.0078,1.3763,27.6365,0,5.9152
1492,26.664,37.8229,32.0931,11.9418,1.3561,27.3639,0,5.7298
1493,26.928,37.9879,31.8853,11.9479,1.3398,27.0956,0,6.1026
1494,27.191,37.98,32.105,11.8836,1.3477,26.8336,0,5.875
1495,27.456,38.1256,32.1108,11.8838,1.3505,31.0037,0,6.0148
1496,27.72,37.9604,32.055,11.9467,1.3373,30.7084,0,5.9054
1497,27.984,38.1224,32.2794,11.9815,1.3541,26.0732,0,5.843
1498,28.249,38.1548,32.0522,11.9192,1.3525,25.8286,0,6.1026
1499,28.514,37.9845,32.1125,11.9484,1.356,25.5885,0,5.872
1500,28.779,38.0739,32.0557,11.9762,1.3653,25.3529,0,6.0182
1501,29.045,37.9172,31.9845,12.0195,1.3458,29.3075,0,5.9327
1502,29.313,37.9879,31.9834,11.9766,1.3555,24.891,0,6.0045
1503,29.579,37.8735,32.0609,11.9746,1.34,24.6672,0,5.8126
1504,29.845,37.9139,31.9438,11.9775,1.3483,24.4473,0,5.9701
1505,30.111,37.9845,31.9272,11.9099,1.3554,24.2314,0,6.0573
1506,30.379,38.097,32.0541,11.8678,1.3506,24.0176,0,6.0429
1507,30.646,37.9225,32.0092,11.9353,1.3425,23.8084,0,5.9133
1508,30.913,37.8881,31.9318,11.9815,1.3613,23.6027,0,5.9563
1509,31.181,37.9335,32.0948,11.8354,1.3492,23.3999,0,5.8387
1510,31.45,37.8175,31.8664,11.85,1.3415,27.0663,0,5.9511
1511,31.718,37.9432,31.9473,11.8829,1.3404,30.6716,0,5.9959
1512,31.986,37.9818,32.055,11.9519,1.3574,26.6128,0,5.9268
1513,32.254,37.9296,31.9369,11.8718,1.3722,22.6214,0,5.9927
1514,32.523,37.8657,32.276,11.8981,1.3566,29.9124,0,5.5897
1515,32.792,37.9853,32.0626,11.873,1.3468,29.667,0,5.9227
1516,33.061,37.9964,31.9696,11.8471,1.355,25.7474,0,6.0268
1517,33.331,38.1563,32.2475,12.0446,1.3459,29.1873,0,5.9088
1518,33.601,38.0673,31.9675,11.918,1.343,25.3337,0,6.0998
1519,33.872,37.9277,32.0522,11.9637,1.3599,28.7211,0,5.8755
1520,34.142,37.8753,31.9302,11.9924,1.352,28.494,0,5.9451
1521,34.413,37.9085,31.9422,12.0264,1.3541,28.2696,0,5.9663
1522,34.684,38.0441,31.961,11.9519,1.3293,28.0487,0,6.0831
1523,34.955,37.8334,32.032,11.9803,1.3478,27.8313,0,5.8014
1524,35.226,37.8657,31.9251,11.9629,1.3559,27.6171,0,5.9406
1525,35.499,37.9036,31.9249,11.8399,1.3432,27.4048,0,5.9787
1526,35.771,37.8456,31.9217,11.943,1.3668,27.1964,0,5.9239
1527,36.043,37.9678,31.9353,11.8844,1.3498,26.9911,0,6.0325
1528,36.317,38.098,32.1951,11.9325,1.3658,26.7875,0,5.9029
1529,36.59,38.1239,32.1084,12.0037,1.3499,26.5876,0,6.0155
1530,36.864,38.0602,32.0591,11.8803,1.3617,26.39,0,6.0011
1531,37.137,38.0275,32.2398,12.0281,1.3501,26.196,0,5.7877
1532,37.411,37.8914,31.9111,11.9572,1.3595,32.5052,0,5.9803
1533,37.685,37.8631,32.0303,11.9066,1.3517,32.2689,0,5.8328
1534,37.959,37.7986,31.8984,11.9964,1.3411,25.6287,0,5.9002
1535,38.234,37.8997,32.0575,12.0037,1.3629,28.625,0,5.8422
1536,38.509,38.0167,32.0325,11.9964,1.3533,31.5784,0,5.9842
1537,38.785,38.0774,32.1779,11.9924,1.361,31.3537,0,5.8995
1538,39.06,38.0189,31.9851,11.9676,1.3541,31.1329,0,6.0338
1539,39.336,38.0059,32.035,11.973,1.3584,24.7316,0,5.9709
1540,39.612,38.0154,32.097,11.9318,1.3503,27.6292,0,5.9184
1541,39.888,37.7434,31.881,11.9778,1.3691,27.438,0,5.8624
1542,40.164,38,32.0867,12.0138,1.3659,27.2494,0,5.9133
1543,40.441,38.0957,32.0591,11.9799,1.3715,24.0558,0,6.0366
1544,40.718,38.117,32.0608,11.9497,1.3583,29.8652,0,6.0562
1545,40.995,37.9936,31.9913,12.007,1.3566,29.6634,0,6.0023
1546,41.272,37.9434,32.1355,11.9994,1.3568,29.4643,0,5.8079
1547,41.55,38.0212,32.1538,11.9616,1.3677,29.2672,0,5.8674
1548,41.828,38.1319,32.0846,11.8807,1.3533,29.0727,0,6.0473
1549,42.106,37.9849,32.1211,11.9693,1.3488,28.8807,0,5.8638
1550,42.385,38.1497,32.0763,11.9963,1.352,28.6906,0,6.0734
1551,42.664,38.1526,31.976,11.9123,1.3514,28.503,0,6.1766
1552,42.943,38.0808,32.128,11.9972,1.3348,28.3178,0,5.9528
1553,43.223,38.1135,32.0694,11.9823,1.3601,28.1344,0,6.0441
1554,43.503,38.1411,32.2878,11.9616,1.3644,25.158,0,5.8533
1555,43.784,38.1824,32.2329,11.9325,1.3637,27.7739,0,5.9495
1556,44.064,38.0184,32.1067,11.9831,1.3564,27.5974,0,5.9117
1557,44.346,38.2,32.1797,11.9515,1.3586,27.4219,0,6.0203
1558,44.627,38.1759,32.0849,12.0207,1.3594,27.2492,0,6.091
1559,44.908,38.1394,32.1828,12.0203,1.3572,27.0787,0,5.9566
1560,45.19,38.098,32.0729,11.9625,1.353,29.6007,0,6.0251
1561,45.472,38.2443,32.3827,11.9677,1.3445,26.7429,0,5.8616
1562,45.755,38.0307,32.0948,11.9806,1.3671,26.5775,0,5.9359
1563,46.038,38.0411,31.9845,12.0029,1.3478,26.4141,0,6.0566
1564,46.321,38.0688,32.116,11.994,1.3645,26.2527,0,5.9528
1565,46.604,38.0447,32.0643,11.9997,1.3435,31.312,0,5.9804
1566,46.888,38.1759,32.122,11.8645,1.3387,25.9352,0,6.0539
1567,47.171,38.1204,32.1637,12.1028,1.334,28.3576,0,5.9567
1568,47.455,38.1015,32.1589,12.0389,1.3564,30.7504,0,5.9426
1569,47.739,38.1873,32.2226,11.9487,1.332,30.5675,0,5.9647
1570,48.023,38.0894,32.0988,12.0507,1.344,27.8545,0,5.9906
1571,48.308,38.117,32.0574,11.9552,1.3599,30.2075,0,6.0596
1572,48.593,38.108,32.2204,12.0017,1.3625,27.5278,0,5.8876
1573,48.878,38.2541,32.2994,11.9766,1.3468,29.8552,0,5.9547
1574,49.163,38.0219,32.0863,11.9115,1.3605,27.2086,0,5.9356
1575,49.449,38.0305,32.0897,11.9422,1.3442,24.592,0,5.9408
1576,49.735,38.1325,32.0874,11.9977,1.3616,29.3407,0,6.0451
1577,50.021,37.9707,32.0195,12.0111,1.3499,29.173,0,5.9512
1578,50.309,38.191,32.1916,11.8872,1.3642,26.5888,0,5.9994
1579,50.596,38.1549,32.1538,12.028,1.3476,28.8415,0,6.0011
1580,50.883,38.083,32.1396,11.9754,1.3562,28.6788,0,5.9434
1581,51.17,38.0051,32.1813,11.9663,1.3518,26.1414,0,5.8238
1582,51.459,38.1075,32.0371,12.0187,1.3449,28.3578,0,6.0704
1583,51.747,38.2128,32.2798,11.9839,1.3404,28.1999,0,5.933
1584,52.035,37.9085,32.0156,12.024,1.3682,28.0439,0,5.8929
1585,52.324,38.0378,32.109,12.0012,1.3632,27.889,0,5.9288
1586,52.614,38.1445,32.1211,11.9568,1.3476,27.7352,0,6.0234
1587,52.903,38.2496,32.1287,11.9726,1.3503,29.8824,0,6.1209
1588,53.192,38.1273,32.2562,11.9803,1.3543,27.4339,0,5.8711
1589,53.482,38.1127,32.015,11.9107,1.3529,27.2851,0,6.0977
1590,53.772,37.9827,32.0557,12.0191,1.3422,27.138,0,5.927
1591,54.064,38.024,32.1865,11.8771,1.3563,29.2407,0,5.8375
1592,54.355,37.982,32.122,11.9827,1.3536,26.8469,0,5.86
1593,54.646,38.1837,32.2441,11.9556,1.336,28.9292,0,5.9396
1594,54.937,38.0963,32.0855,11.9726,1.3588,28.776,0,6.0108
1595,55.229,38.1249,32.0456,11.9891,1.357,30.8257,0,6.0793
1596,55.521,37.9975,32.1033,12.0717,1.3574,28.4733,0,5.8942
1597,55.814,38.0499,32.0558,11.8763,1.3426,28.3239,0,5.9941
1598,56.107,38.1445,32.0643,12.0276,1.3541,28.1759,0,6.0802
1599,56.4,38.1014,32.1004,12.0587,1.3286,25.8734,0,6.001
1600,56.693,38.09,32.071,11.9705,1.3562,27.8847,0,6.019
1601,56.987,38.1239,32.2611,11.9928,1.3568,27.7408,0,5.8628
1602,57.28,38.0603,32.1508,11.8892,1.3498,25.4759,0,5.9095
1603,57.574,38.1319,32.2085,11.9389,1.358,25.3459,0,5.9234
1604,57.868,37.9001,32.1331,12.0345,1.3533,25.2171,0,5.767
1605,58.163,38.1738,32.1262,11.9143,1.3639,29.2707,0,6.0476
1606,58.459,38.2401,32.2968,12.0082,1.3501,27.0423,0,5.9433
1607,58.755,38.055,32.1572,11.8718,1.3587,28.9758,0,5.8978
1608,59.051,38.0929,32.0161,12.0656,1.3654,28.8305,0,6.0768
1609,59.347,38.1167,32.1125,11.9507,1.3452,24.5886,0,6.0042
1610,59.643,38.0957,32.2467,11.9204,1.3479,24.4666,0,5.849
1611,59.939,38.2167,32.217,11.956,1.3469,28.4034,0,5.9997
1612,60.235,38.1979,32.0746,11.9819,1.3611,28.2638,0,6.1233
1613,60.533,38.1005,32.1186,12.0082,1.3652,28.1247,0,5.9819
1614,60.831,38.172,32.1566,11.9896,1.3337,29.986,0,6.0154
1615,61.128,37.9586,32.1284,12.0304,1.3588,29.8403,0,5.8302
1616,61.426,38.1015,32.2825,11.9964,1.3395,27.7158,0,5.819
1617,61.724,38.1651,32.1246,12.06,1.3598,27.582,0,6.0405
1618,62.022,37.9853,32.1284,11.9188,1.3436,27.4495,0,5.8569
1619,62.321,38.2035,32.3145,11.9746,1.3501,27.3178,0,5.889
1620,62.62,38.1187,32.137,11.9394,1.3474,27.1874,0,5.9817
1621,62.919,38.1325,32.0797,12.0195,1.3595,27.0582,0,6.0528
1622,63.218,37.9975,32.0174,11.9859,1.355,28.8538,0,5.9801
1623,63.518,37.9931,32.2223,11.9309,1.3566,30.632,0,5.7708
1624,63.818,37.9032,32.2054,11.9544,1.3588,26.677,0,5.6978
1625,64.118,37.9334,32.0935,11.9499,1.3504,26.5522,0,5.8399
1626,64.419,38.2121,31.9731,11.9568,1.3368,30.2036,0,6.239
1627,64.72,37.9665,32.2458,11.9544,1.3305,28.1841,0,5.7207
1628,65.021,38.0789,32.1287,12.043,1.3498,29.9239,0,5.9502
1629,65.324,38.09,32.0083,12.009,1.3525,29.7851,0,6.0817
1630,65.627,37.973,32.1678,12.0284,1.3633,29.6476,0,5.8052
1631,65.929,37.9381,32.0863,12.0049,1.3432,27.6673,0,5.8518
1632,66.231,38.0774,32.2071,12.0231,1.3729,25.7051,0,5.8703
1633,66.535,38.0062,31.937,11.9779,1.3531,25.5876,0,6.0692
1634,66.838,38.1256,32.1486,11.9794,1.3532,29.1104,0,5.977
1635,67.142,38.1806,32.2439,12.0276,1.3424,28.9786,0,5.9367
1636,67.446,38.0693,32.1915,11.9867,1.3439,27.045,0,5.8778
1637,67.75,38.0537,32.0592,12.0009,1.3508,28.7186,0,5.9945
1638,68.055,38.0376,32.015,12.0511,1.3599,28.5899,0,6.0226
1639,68.36,38.1511,32.2051,12.0223,1.3534,26.6834,0,5.946
1640,68.665,37.9758,32.1297,11.9986,1.3681,28.3359,0,5.8461
1641,68.97,38.2271,32.2278,11.9555,1.3575,26.4474,0,5.9993
1642,69.275,38.0361,32.0607,11.905,1.343,26.331,0,5.9754
1643,69.581,38.1701,32.1797,11.9301,1.3439,27.9628,0,5.9904
1644,69.888,38.2349,32.1067,11.9782,1.3719,27.84,0,6.1282
1645,70.194,38.0673,32.1406,12.0029,1.3597,27.7187,0,5.9267
1646,70.501,38.1843,32.0863,11.9994,1.3406,25.8731,0,6.098
1647,70.808,38.1204,32.2573,11.9839,1.3601,27.4783,0,5.8631
1648,71.115,38.1307,32.2278,11.954,1.3545,27.3597,0,5.9029
1649,71.425,38.117,32.1624,11.9329,1.3658,27.2409,0,5.9546
1650,71.733,38.2244,32.0948,11.956,1.3422,27.124,0,6.1296
1651,72.041,38.2116,32.1194,11.9703,1.3672,28.696,0,6.0922
1652,72.35,38.207,32.1791,11.9066,1.3493,30.2542,0,6.0279
1653,72.659,37.9678,32.1899,12.0195,1.3602,28.4519,0,5.7779
1654,72.968,38.0206,32.0247,12.0943,1.3408,26.6649,0,5.9959
1655,73.277,38.0149,32.0999,11.8946,1.3404,26.5524,0,5.915
1656,73.587,38.2374,32.0983,11.9552,1.3534,29.7457,0,6.1391
1657,73.897,38.0709,32.1211,11.9422,1.3546,26.3297,0,5.9498
1658,74.207,37.9853,31.9709,12.0009,1.3543,26.2197,0,6.0144
1659,74.518,38.1187,32.1847,11.9827,1.3433,26.1102,0,5.934
1660,74.83,38.0193,32.0918,11.9616,1.3575,29.2515,0,5.9275
1661,75.142,38.0533,32.109,11.9293,1.3425,29.1301,0,5.9443
1662,75.454,38.0206,32.0557,11.9235,1.3598,29.0096,0,5.9649
1663,75.766,38.1139,32.2323,11.8949,1.3624,27.2852,0,5.8816
1664,76.079,38.3222,32.1474,11.9119,1.344,27.1729,0,6.1748
1665,76.392,38.1411,32.171,12.0232,1.3423,25.4697,0,5.9701
1666,76.705,38.108,32.1338,11.9151,1.3544,28.5365,0,5.9742
1667,77.019,37.9793,32.0832,11.9766,1.3374,28.4202,0,5.8961
1668,77.333,38.2271,32.2656,11.9358,1.3597,26.7323,0,5.9615
1669,77.647,37.9964,32.1314,11.9952,1.3559,25.0581,0,5.865
1670,77.961,38.1239,32.1228,11.9689,1.3637,28.0768,0,6.0011
1671,78.275,38.1179,32.0926,12.0284,1.3422,27.9641,0,6.0253
1672,78.59,38.0693,32.0643,11.9616,1.3554,26.3047,0,6.005
1673,78.905,37.8984,32.1486,11.9614,1.3501,27.7409,0,5.7498
1674,79.22,38.1302,32.3709,11.937,1.3542,29.1656,0,5.7593
1675,79.537,38.1528,32.3035,11.9738,1.3479,25.9915,0,5.8493
1676,79.853,38.0516,32.1466,12.013,1.3626,27.4115,0,5.905
1677,80.169,38.0785,32.1934,12.0268,1.3664,28.8204,0,5.8851
1678,80.486,38.1634,32.3207,11.9385,1.3589,27.196,0,5.8427
1679,80.803,38.1391,32.1474,11.918,1.3511,25.5843,0,5.9917
1680,81.12,38.0481,32.3328,11.8435,1.3577,26.9834,0,5.7153
1681,81.438,38.117,32.2205,11.9847,1.357,26.878,0,5.8965
1682,81.756,38.0791,31.98,11.8718,1.3554,26.7735,0,6.0991
1683,82.074,38.0619,32.1523,12.0413,1.3491,26.6698,0,5.9096
1684,82.394,38.098,32.0247,11.9119,1.3507,26.5662,0,6.0733
1685,82.713,38.0167,32.0964,11.99,1.3473,27.9339,0,5.9203
1686,83.034,38.0929,32.066,11.9936,1.3548,27.8259,0,6.0269
1687,83.354,38.2856,32.2172,11.8832,1.3617,29.178,0,6.0684
1688,83.675,38.2701,32.2192,12.0587,1.3327,27.6128,0,6.0509
1689,83.995,38.1049,32.1179,12.0207,1.356,27.5076,0,5.987
1690,84.316,38.1598,32.2713,12.0211,1.3634,27.4028,0,5.8885
1691,84.637,38.0917,32.0832,12.0203,1.3393,27.2989,0,6.0085
1692,84.958,38.2701,32.4549,12.0575,1.3496,28.6271,0,5.8152
1693,85.279,38.1428,32.0776,12.0745,1.3618,28.5194,0,6.0652
1694,85.601,37.9621,31.9834,11.9883,1.3642,26.9915,0,5.9787
1695,85.924,38.0499,32.0901,11.9519,1.3654,28.3053,0,5.9598
1696,86.246,38.0743,32.2,12.0156,1.3543,28.1996,0,5.8743
1697,86.569,38.2613,32.2747,11.9645,1.3624,25.285,0,5.9866
1698,86.892,38.203,32.2248,11.9511,1.3564,26.5905,0,5.9782
1699,87.216,38.1789,32.1968,12.0045,1.3636,27.886,0,5.9821
1700,87.54,38.1566,32.1284,12.0596,1.3625,27.7828,0,6.0282
1701,87.864,38.1895,32.1627,11.9569,1.3574,27.6803,0,6.0268
1702,88.188,38.1429,32.2425,11.9754,1.3826,27.5786,0,5.9004
1703,88.513,38.1441,32.1101,11.922,1.369,27.4774,0,6.034
1704,88.839,38.0603,32.0846,11.9633,1.3567,27.3765,0,5.9757
1705,89.164,38.0111,31.9896,11.979,1.3375,27.2767,0,6.0215
1706,89.49,37.9449,32.1297,12.0317,1.3494,28.5363,0,5.8152
1707,89.817,38.2667,32.097,12.0826,1.3414,27.0784,0,6.1697
1708,90.143,38.1843,32.1847,11.9596,1.3451,26.9805,0,5.9996
1709,90.47,38.1843,32.2272,12.0519,1.3568,29.5713,0,5.9571
1710,90.798,37.9364,32.1016,11.96,1.3785,26.7859,0,5.8348
1711,91.125,38.1617,32.2484,11.9831,1.3569,26.6898,0,5.9133
1712,91.454,38.1267,32.2391,11.9927,1.348,26.5937,0,5.8876
1713,91.782,38.1057,32.0235,12.0146,1.3568,26.4987,0,6.0822
1714,92.11,38.1129,32.1331,11.9827,1.3574,29.0448,0,5.9798
