label,Time (sec),PT1 (psi),PT2 (psi),V (V),I (A),Flow Rate (GPM),GV,DP,Power
2207,221.333,40.5763,31.1143,18.4657,1.4954,26.1451,10,9.462,27.61360778
2208,221.626,40.6019,31.0104,18.5899,1.5019,26.0086,10,9.5915,27.92017081
2209,221.919,40.4822,31.0145,18.479,1.5096,28.0296,10,9.4677,27.8958984
2210,222.212,40.5687,30.9578,18.5213,1.5051,27.8847,10,9.6109,27.87640863
2211,222.506,40.7415,30.9476,18.4425,1.5118,27.7408,10,9.7939,27.8813715
2212,222.799,40.5848,30.9302,18.5123,1.5034,27.5989,10,9.6546,27.83139182
2213,223.093,40.5745,31.1418,18.4684,1.4921,25.3459,10,9.4327,27.55669964
2214,223.387,40.5745,31.0059,18.5748,1.5059,29.4199,10,9.5686,27.97179132
2215,223.682,40.5298,31.0128,18.4177,1.5,29.2707,10,9.517,27.62655
2216,223.978,40.7118,31.1886,18.5612,1.4778,29.1225,10,9.5232,27.42974136
2217,224.274,40.4265,30.937,18.5822,1.5094,28.9758,10,9.4895,28.04797268
2218,224.57,40.5986,31.0472,18.3693,1.4866,28.8305,10,9.5514,27.30780138
2219,224.866,40.6779,31.0918,18.4259,1.5101,28.6868,10,9.5861,27.82495159
2220,225.162,40.5324,31.1003,18.5161,1.5037,24.4666,10,9.4321,27.84265957
2221,225.458,40.8971,31.2106,18.4027,1.496,28.4034,10,9.6865,27.5304392
2222,225.754,40.6036,31.0206,18.5276,1.5099,28.2638,10,9.583,27.97482324
2223,226.052,40.7311,31.0902,18.4173,1.509,28.1247,10,9.6409,27.7917057
2224,226.35,40.6503,30.9647,18.4063,1.5018,27.9869,10,9.6856,27.64258134
2225,226.647,40.6473,31.1132,18.4853,1.5064,27.8509,10,9.5341,27.84625592
2226,226.945,40.6692,31.1433,18.4502,1.4945,27.7158,10,9.5259,27.5738239
2227,227.243,40.6331,31.1958,18.4118,1.4863,23.6417,10,9.4373,27.36545834
2228,227.541,40.7764,31.1396,18.5173,1.4983,27.4495,10,9.6368,27.74447059
2229,227.84,40.7014,31.0869,18.542,1.4901,27.3178,10,9.6145,27.6294342
2230,228.139,40.553,30.8632,18.4143,1.4945,27.1874,10,9.6898,27.52017135
2231,228.438,40.7432,31.129,18.3984,1.5013,27.0582,10,9.6142,27.62151792
2232,228.737,40.6804,31.179,18.4315,1.509,26.9302,10,9.5014,27.8131335
2233,229.037,40.567,31.0944,18.5645,1.5027,26.803,10,9.4726,27.89687415
2234,229.337,40.6839,31.2411,18.4622,1.5128,26.677,10,9.4428,27.92961616
2235,229.637,40.3327,30.8525,18.4059,1.5175,28.4488,10,9.4802,27.93095325
2236,229.938,40.7303,31.0392,18.2906,1.5295,26.4281,10,9.6911,27.9754727
2237,230.239,40.5906,30.917,18.362,1.4904,28.1841,10,9.6736,27.3667248
2238,230.54,40.3967,31.0104,18.4516,1.5094,26.1834,10,9.3863,27.85084504
2239,230.843,40.7468,30.9866,18.5173,1.509,26.062,10,9.7602,27.9426057
2240,231.146,40.6612,31.27,18.3828,1.5024,27.7946,10,9.3912,27.61831872
2241,231.448,40.7243,31.1728,18.5245,1.4962,27.6673,10,9.5515,27.7163569
2242,231.75,40.4605,31.0613,18.4155,1.5108,29.3772,10,9.3992,27.8221374
2243,232.054,40.4675,31.0969,18.4254,1.5061,29.243,10,9.3706,27.75049494
2244,232.357,40.6847,31.1195,18.422,1.4973,27.291,10,9.5652,27.5832606
2245,232.661,40.6647,31.0193,18.4826,1.5043,28.9786,10,9.6454,27.80337518
2246,232.965,40.7691,31.1886,18.5081,1.4997,27.045,10,9.5805,27.75659757
2247,233.269,40.6992,31.0307,18.4147,1.4922,28.7186,10,9.6685,27.47841534
2248,233.574,40.8497,31.2106,18.4738,1.4952,28.5899,10,9.6391,27.62202576
2249,233.879,40.6787,30.9866,18.3301,1.5102,26.6834,10,9.6921,27.68211702
2250,234.184,40.5949,31.0375,18.4769,1.4987,28.3359,10,9.5574,27.69133003
2251,234.489,40.6507,31.0952,18.5158,1.5007,28.2106,10,9.5555,27.78666106
2252,234.794,40.6158,31.0602,18.4726,1.504,28.0864,10,9.5556,27.7827904
2253,235.1,40.674,31.2276,18.4646,1.5032,27.9628,10,9.4464,27.75598672
2254,235.407,40.6211,30.9272,18.4642,1.4937,27.84,10,9.6939,27.57997554
2255,235.713,40.5246,30.8458,18.4909,1.4949,27.7187,10,9.6788,27.64204641
2256,236.02,40.7896,31.0231,18.4297,1.5168,27.598,10,9.7665,27.95416896
2257,236.327,40.6606,31.1519,18.4874,1.5147,27.4783,10,9.5087,28.00286478
2258,236.634,40.7122,31.1195,18.4165,1.499,27.3597,10,9.5927,27.6063335
2259,236.944,40.738,31.0952,18.5448,1.5074,27.2409,10,9.6428,27.95443152
2260,237.252,40.6158,30.9921,18.5445,1.4997,27.124,10,9.6237,27.81118665
2261,237.56,40.5897,30.9459,18.5306,1.5031,27.008,10,9.6438,27.85334486
2262,237.869,40.4403,30.976,18.4183,1.5205,28.5734,10,9.4643,28.00502515
2263,238.178,40.674,31.2021,18.4782,1.5054,26.7783,10,9.4719,27.81708228
2264,238.487,40.5635,30.9153,18.4458,1.495,26.6649,10,9.6482,27.576471
2265,238.796,40.6451,30.9715,18.5284,1.4997,26.5524,10,9.6736,27.78704148
2266,239.106,40.7587,31.2335,18.5133,1.5115,26.4406,10,9.5252,27.98285295
2267,239.416,40.927,31.2606,18.5669,1.499,29.6209,10,9.6664,27.8317831
2268,239.726,40.5229,31.0575,18.5228,1.4958,26.2197,10,9.4654,27.70640424
2269,240.037,40.4489,30.8097,18.5173,1.5129,26.1102,10,9.6392,28.01482317
2270,240.349,40.4219,31.0053,18.3824,1.5027,27.6265,10,9.4166,27.62323248
2271,240.661,40.5522,31.061,18.4704,1.4946,25.8934,10,9.4912,27.60585984
2272,240.973,40.6124,31.0506,18.4723,1.5027,27.398,10,9.5618,27.75832521
2273,241.285,40.7686,31.2141,18.5622,1.4988,25.6802,10,9.5545,27.82102536
2274,241.598,40.5355,30.9578,18.4043,1.4991,25.5745,10,9.5777,27.58988613
2275,241.911,40.5373,31.0256,18.4563,1.5079,27.0616,10,9.5117,27.83025477
2276,242.224,40.6546,30.9764,18.5572,1.5003,28.5365,10,9.6782,27.84136716
2277,242.538,40.4465,30.951,18.5121,1.5205,28.4202,10,9.4955,28.14764805
2278,242.852,40.6752,30.9951,18.4297,1.4984,26.7323,10,9.6801,27.61506248
2279,243.166,40.6721,30.9917,18.386,1.5053,26.6242,10,9.6804,27.6764458
2280,243.48,40.5163,31.1326,18.4786,1.5075,26.517,10,9.3837,27.8564895
2281,243.794,40.738,31.1358,18.6418,1.5058,26.4106,10,9.6022,28.07082244
2282,244.109,40.6818,30.9035,18.6238,1.5052,27.8521,10,9.7783,28.03254376
2283,244.424,40.6348,31.1797,18.4463,1.501,26.1997,10,9.4551,27.6878963
2284,244.739,40.3767,30.9798,18.535,1.4929,29.1656,10,9.3969,27.6709015
2285,245.056,40.5914,31.1563,18.4869,1.4999,27.5204,10,9.4351,27.72850131
2286,245.372,40.6979,31.1132,18.4418,1.5009,27.4115,10,9.5847,27.67929762
2287,245.688,40.6294,31.2531,18.372,1.4996,27.3035,10,9.3763,27.5506512
2288,246.005,40.8131,31.3328,18.3445,1.5003,28.7068,10,9.4803,27.52225335
2289,246.322,40.5948,30.9577,18.4342,1.5003,27.0893,10,9.6371,27.65683026
2290,246.639,40.6665,31.0749,18.5567,1.5015,26.9834,10,9.5916,27.86288505
2291,246.957,40.7206,31.055,18.3197,1.5073,28.3713,10,9.6656,27.61328381
2292,247.275,40.5418,30.9973,18.4449,1.5171,26.7735,10,9.5445,27.98275779
2293,247.593,40.6211,31.1715,18.3285,1.5026,26.6698,10,9.4496,27.5404041
2294,247.913,40.5848,31.2847,18.5,1.4957,28.0421,10,9.3001,27.67045
2295,248.232,40.6525,31.0813,18.629,1.517,29.4041,10,9.5712,28.260193
2296,248.553,40.4168,31.2005,18.4387,1.4919,26.3614,10,9.2163,27.50869653
2297,248.873,40.5931,31.1151,18.5835,1.504,27.7191,10,9.478,27.949584
2298,249.194,40.436,30.9527,18.4718,1.4932,26.1595,10,9.4833,27.58209176
2299,249.514,40.6857,31.1715,18.4546,1.5056,28.9553,10,9.5142,27.78524576
2300,249.835,40.4273,30.9662,18.4474,1.497,25.9606,10,9.4611,27.6157578
2301,250.156,40.7223,31.1884,18.4992,1.5068,27.2989,10,9.5339,27.87459456
2302,250.477,40.6525,31.2072,18.4323,1.4993,28.6271,10,9.4453,27.63554739
2303,250.798,40.5425,31.0418,18.5649,1.507,27.0934,10,9.5007,27.9773043
2304,251.12,40.6382,30.8923,18.4878,1.5207,25.5709,10,9.7459,28.11439746
2305,251.443,40.6502,31.1986,18.4094,1.506,28.3053,10,9.4516,27.7245564
2306,251.765,40.8532,31.3769,18.5489,1.5067,28.1996,10,9.4763,27.94762763
2307,252.088,40.7826,31.1954,18.4559,1.4956,28.0944,10,9.5872,27.60264404
2308,252.411,40.5547,30.9779,18.386,1.4952,27.99,10,9.5768,27.4907472
2309,252.735,40.6577,30.9272,18.5668,1.5124,27.886,10,9.7305,28.08042832
2310,253.059,40.5126,30.82,18.5101,1.5238,25.0045,10,9.6926,28.20569038
2311,253.383,40.5659,30.999,18.4154,1.5081,26.2963,10,9.5669,27.77226474
2312,253.707,40.5421,31.1088,18.475,1.5078,27.5786,10,9.4333,27.856605
2313,254.032,40.7276,31.0732,18.4391,1.507,27.4774,10,9.6544,27.7877237
2314,254.358,40.6158,31.231,18.4235,1.4987,27.3765,10,9.3848,27.61129945
2315,254.683,40.6954,31.175,18.4355,1.507,27.2767,10,9.5204,27.7822985
2316,255.009,40.6382,31.0971,18.4732,1.4864,27.1774,10,9.5411,27.45856448
2317,255.336,40.6416,31.1694,18.4799,1.4974,27.0784,10,9.4722,27.67180226
2318,255.662,40.6385,31.2016,18.4409,1.5023,26.9805,10,9.4369,27.70376407
2319,255.989,40.5094,30.9255,18.5145,1.4997,26.883,10,9.5839,27.76619565
2320,256.317,40.7084,31.063,18.4243,1.4848,28.1252,10,9.6454,27.35640064
2321,256.644,40.5694,30.9577,18.4704,1.4936,26.6898,10,9.6117,27.58738944
2322,256.973,40.6507,31.1512,18.5303,1.5041,26.5937,10,9.4995,27.87142423
2323,257.301,40.7363,31.08,18.5452,1.496,26.4987,10,9.6563,27.7436192
2324,257.629,40.6682,31.0206,18.5201,1.4947,27.7246,10,9.6476,27.68199347
2325,257.958,40.7828,31.2301,18.4371,1.5013,26.3104,10,9.5527,27.67961823
2326,258.287,40.5827,30.7592,18.4889,1.5009,27.5279,10,9.8235,27.74999001
2327,258.616,40.7972,31.2038,18.402,1.5044,27.4306,10,9.5934,27.6839688
2328,258.946,40.5949,30.8087,18.5476,1.4951,26.0321,10,9.7862,27.73051676
2329,259.276,40.5349,31.0162,18.4867,1.5093,27.2375,10,9.5187,27.90197631
2330,259.606,40.7484,31.0541,18.4921,1.5079,27.142,10,9.6943,27.88423759
2331,259.937,40.6663,31.0952,18.4718,1.5086,28.3348,10,9.5711,27.86655748
2332,260.268,40.7118,31.1959,18.5704,1.5035,26.9524,10,9.5159,27.9205964
2333,260.599,40.5298,31.0592,18.4337,1.4896,26.8585,10,9.4706,27.45883952
2334,260.931,40.6726,31.116,18.5984,1.502,28.0396,10,9.5566,27.9347968
2335,261.264,40.6193,31.1023,18.4268,1.5078,26.672,10,9.517,27.78392904
2336,261.596,40.6527,31.1275,18.475,1.4899,26.5798,10,9.5252,27.5259025
2337,261.929,40.6246,31.1038,18.3401,1.5156,25.2267,10,9.5208,27.79625556
2338,262.262,40.6996,31.3277,18.4822,1.5017,27.6538,10,9.3719,27.75471974
2339,262.595,40.6961,31.0324,18.4522,1.5016,27.559,10,9.6637,27.70782352
2340,262.93,40.7346,31.1246,18.426,1.4867,26.2158,10,9.61,27.3939342
2341,263.264,40.6731,31.0042,18.5065,1.4901,27.3703,10,9.6689,27.57653565
2342,263.598,40.5146,30.8895,18.6074,1.4791,28.517,10,9.6251,27.52220534
2343,263.933,40.4902,30.9915,18.4886,1.5189,27.1843,10,9.4987,28.08233454
2344,264.268,40.7862,31.0868,18.5476,1.4985,27.0921,10,9.6994,27.7935786
2345,264.603,40.5126,31.1487,18.3941,1.5169,27.0005,10,9.3639,27.90201029
2346,264.94,40.5408,30.8441,18.4446,1.5185,28.1321,10,9.6967,28.0081251
2347,265.277,40.8137,31.0334,18.5763,1.508,26.818,10,9.7803,28.0130604
2348,265.613,40.6023,31.2106,18.4327,1.5045,27.9429,10,9.3917,27.73199715
2349,265.951,40.6391,31.1495,18.4574,1.4803,27.8489,10,9.4896,27.32248922
2350,266.289,40.612,31.1309,18.5129,1.5044,26.5487,10,9.4811,27.85080676
2351,266.627,40.6542,31.0888,18.4331,1.4969,27.6627,10,9.5654,27.59250739
2352,266.966,40.5814,31.0526,18.4299,1.528,27.5703,10,9.5288,28.1608872
2353,267.305,40.6106,31.0888,18.4283,1.4864,27.4784,10,9.5218,27.39182512
2354,267.644,40.6263,31.0982,18.4418,1.4934,27.3872,10,9.5281,27.54098412
2355,267.984,40.5879,31.0324,18.4111,1.4923,28.4831,10,9.5555,27.47488453
2356,268.325,40.6944,31.0715,18.4279,1.5013,27.2058,10,9.6229,27.66580627
2357,268.666,40.656,31.0935,18.5372,1.5033,25.9369,10,9.5625,27.86697276
2358,269.008,40.7694,31.1665,18.538,1.4821,25.8512,10,9.6029,27.4751698
2359,269.35,40.649,31.1621,18.5823,1.4831,25.766,10,9.4869,27.55940913
2360,269.691,40.6281,31.1884,18.481,1.4833,25.6817,10,9.4397,27.4128673
2361,270.033,40.6665,31.149,18.5831,1.4934,25.5977,10,9.5175,27.75200154
2362,270.375,40.6176,31.085,18.4103,1.4979,27.8336,10,9.5326,27.57678837
2363,270.717,40.5844,30.8651,18.5739,1.5042,26.5872,10,9.7193,27.93886038
2364,271.06,40.5792,30.9365,18.5077,1.5065,26.5008,10,9.6427,27.88185005
2365,271.403,40.7188,31.1245,18.4159,1.5097,27.5634,10,9.5943,27.80248423
2366,271.746,40.6804,31.2242,18.461,1.489,27.4744,10,9.4562,27.488429
2367,272.09,40.649,31.0223,18.5867,1.5073,27.3857,10,9.6267,28.01573291
2368,272.435,40.6139,31.2581,18.4881,1.4972,27.2974,10,9.3558,27.68038332
2369,272.779,40.7516,31.1682,18.4522,1.5055,27.2098,10,9.5834,27.7797871
2370,273.125,40.6001,31.0579,18.4411,1.5034,27.1223,10,9.5422,27.72434974
2371,273.471,40.5495,31.085,18.613,1.499,25.9089,10,9.4645,27.900887
2372,273.816,40.6141,31.102,18.4841,1.5057,26.9493,10,9.5121,27.83150937
2373,274.162,40.5914,30.9323,18.5696,1.5078,26.8634,10,9.6591,27.99924288
2374,274.508,40.8026,31.2446,18.4977,1.5076,27.8939,10,9.558,27.88713252
2375,274.854,40.5418,31.1328,18.4913,1.4971,27.8056,10,9.409,27.68332523
2376,275.201,40.5931,30.9816,18.4826,1.5104,26.609,10,9.6115,27.91611904
2377,275.548,40.5751,31.0155,18.3752,1.4942,27.6303,10,9.5596,27.45622384
2378,275.896,40.5751,31.2412,18.5073,1.5078,28.6449,10,9.3339,27.90530694
2379,276.245,40.6682,31.0562,18.4083,1.5127,27.4563,10,9.612,27.84623541
2380,276.593,40.6525,31.3125,18.48,1.5088,27.3703,10,9.34,27.882624
2381,276.942,40.4902,31.0087,18.533,1.5027,27.2846,10,9.4815,27.8495391
2382,277.291,40.5281,31.1557,18.6146,1.516,26.1114,10,9.3724,28.2197336
2383,277.64,40.5441,30.917,18.5105,1.4976,28.1993,10,9.6271,27.7213248
2384,277.991,40.5984,31.1597,18.5177,1.505,28.1113,10,9.4387,27.8691385
2385,278.341,40.6019,31.2072,18.5025,1.493,28.0241,10,9.3947,27.6242325
2386,278.691,40.6263,30.9391,18.5224,1.5205,26.8629,10,9.6872,28.1633092
2387,279.042,40.6246,31.1264,18.5077,1.5245,26.7799,10,9.4982,28.21498865
2388,279.393,40.387,30.8899,18.5528,1.5082,27.7652,10,9.4971,27.98133296
2389,279.745,40.6717,31.1309,18.5572,1.5168,27.6796,10,9.5408,28.14756096
2390,280.097,40.7537,31.248,18.3962,1.5196,26.5333,10,9.5057,27.95486552
2391,280.449,40.8201,31.1283,18.4506,1.5095,27.5101,10,9.6918,27.8511807
2392,280.801,40.6663,31.046,18.4418,1.5038,27.4261,10,9.6203,27.73277884
2393,281.154,40.649,31.1818,18.5436,1.5032,27.3424,10,9.4672,27.87473952
2394,281.507,40.4989,31.1122,18.4832,1.504,27.2592,10,9.3867,27.7987328
2395,281.86,40.6647,31.1733,18.4462,1.5065,29.2669,10,9.4914,27.7892003
2396,282.216,40.6036,31.1054,18.4965,1.4981,27.0935,10,9.4982,27.70960665
2397,282.57,40.6054,30.9934,18.4959,1.5106,27.0116,10,9.612,27.93990654
2398,282.925,40.6595,30.9986,18.3636,1.5092,29.0015,10,9.6609,27.71434512
2399,283.281,40.5757,30.9951,18.4571,1.5009,26.8485,10,9.5806,27.70226139
2400,283.636,40.5547,31.0341,18.4937,1.5019,27.7974,10,9.5206,27.77568803
2401,283.992,40.6089,31.0493,18.3848,1.5059,26.6874,10,9.5596,27.68567032
2402,284.349,40.6926,31.0206,18.3632,1.5003,27.6306,10,9.672,27.55030896
2403,284.705,40.6176,31.1699,18.4923,1.4917,26.5277,10,9.4477,27.58496391
2404,285.062,40.6663,31.1122,18.5755,1.4995,28.483,10,9.5541,27.85396225
2405,285.42,40.5582,30.9968,18.5484,1.5028,28.398,10,9.5614,27.87453552
