,Time (sec),PT1 (psi),PT2 (psi),torque (mNm),V (V),I (A),Speed (RPM),Flow Rate (GPM),GV (deg),DP (psi),dt
187,46.155,38.6517,31.2375,59.6403896,16.0493,1.0581,3945.707,27.2798,0,7.4142,0.248
188,46.402,38.5679,31.2466,62.3301328,15.9097,1.1158,3938.1447,27.1041,0,7.3213,0.247
189,46.649,38.6598,31.2416,57.2676352,16.0108,1.0072,3948.5114,27.505,0,7.4182,0.247
190,46.896,38.6628,31.2456,58.8059632,16.1016,1.0402,3952.465,27.3141,0,7.4172,0.247
191,47.143,38.6972,31.3304,59.9573784,15.9274,1.0649,3938.1447,27.3645,0,7.3668,0.247
192,47.389,38.6123,31.281,59.6217432,15.908,1.0577,3936.5944,27.4622,0,7.3313,0.246
193,47.635,38.7386,31.3042,60.591356,16.0282,1.0785,3944.3581,27.2023,0,7.4344,0.246
194,47.881,38.785,31.4355,59.9573784,16.0224,1.0649,3944.4619,27.6288,0,7.3495,0.246
195,48.128,38.7355,31.4132,62.1716384,15.9977,1.1124,3940.9384,27.1392,0,7.3223,0.247
196,48.375,38.7476,31.3728,59.3467088,15.9376,1.0518,3938.1447,27.1053,0,7.3748,0.247
197,48.622,38.6568,31.2739,58.1067232,15.9928,1.0252,3948.3034,27.2786,0,7.3829,0.247
198,48.869,38.7507,31.3153,57.9482288,15.8976,1.0218,3934.9423,27.0054,0,7.4354,0.247
199,49.115,38.6345,31.2668,59.5518192,15.9807,1.0562,3938.8686,27.5412,0,7.3677,0.246
200,49.362,38.7224,31.2557,57.9715368,16.0086,1.0223,3939.9033,27.2798,0,7.4667,0.247
201,49.61,38.7436,31.392,58.6241608,15.9703,1.0363,3941.0419,27.6702,0,7.3516,0.248
202,49.857,38.7133,31.3365,59.6403896,15.9238,1.0581,3950.279,27.1774,0,7.3768,0.247
203,50.104,38.7022,31.2517,60.4561696,15.9671,1.0756,3935.4584,27.3627,0,7.4505,0.247
204,50.351,38.7083,31.3405,59.076336,15.9899,1.046,3943.8398,27.2841,0,7.3678,0.247
205,50.598,38.6547,31.2951,58.8059632,16.0013,1.0402,3946.6413,27.5655,0,7.3596,0.247
206,50.845,38.685,31.3264,61.6308928,15.9948,1.1008,3945.6032,26.9575,0,7.3586,0.247
207,51.092,38.7153,31.3355,59.892116,16.0331,1.0635,3943.9433,27.0818,0,7.3798,0.247
208,51.339,38.7032,31.3022,59.915424,15.9429,1.064,3936.2846,27.1616,0,7.401,0.247
209,51.586,38.7184,31.3123,59.5751272,15.965,1.0567,3941.3527,27.4275,0,7.4061,0.247
210,51.833,38.6992,31.2658,58.1719856,16.0636,1.0266,3941.0419,27.588,0,7.4334,0.247
211,52.08,38.7537,31.3749,59.6403896,16.0091,1.0581,3945.3957,27.4021,0,7.3788,0.247
212,52.327,38.7012,31.285,58.0834152,15.9877,1.0247,3951.9443,27.772,0,7.4162,0.247
213,52.574,38.7618,31.4102,59.3700168,15.9092,1.0523,3932.1572,27.0384,0,7.3516,0.247
214,52.822,38.6275,31.2921,59.6217432,15.9322,1.0577,3933.6008,27.3818,0,7.3354,0.248
215,53.069,38.8062,31.4264,60.2277512,16.0166,1.0707,3947.9916,27.7498,0,7.3798,0.247
216,53.315,38.7073,31.2961,60.2743672,16.0638,1.0717,3952.9858,27.5137,0,7.4112,0.246
217,53.562,38.6487,31.3062,61.0202232,15.899,1.0877,3935.9748,27.6898,0,7.3425,0.247
218,53.809,38.7466,31.282,59.3047544,16.0413,1.0509,3940.6279,27.6558,0,7.4646,0.247
219,54.056,38.6557,31.2446,60.2510592,15.9996,1.0712,3944.2546,27.1574,0,7.4111,0.247
220,54.312,38.6982,31.3728,60.54474,15.9986,1.0775,3935.4584,27.4429,0,7.3254,0.256
221,54.56,38.7749,31.4112,60.521432,15.9322,1.077,3932.7756,27.2988,0,7.3637,0.248
222,54.807,38.8668,31.5122,61.8779576,15.9633,1.1061,3929.479,26.8065,0,7.3546,0.247
223,55.053,38.6699,31.3779,58.1719856,15.9284,1.0266,3940.7314,27.4876,0,7.292,0.246
224,55.3,38.6618,31.2951,57.8130424,15.9863,1.0189,3939.0756,27.098,0,7.3667,0.247
225,55.547,38.7931,31.4466,58.7173928,15.9511,1.0383,3936.9045,27.4454,0,7.3465,0.247
226,55.794,38.9335,31.5374,60.1857968,15.8918,1.0698,3937.3178,27.1853,0,7.3961,0.247
227,56.04,38.7739,31.3496,59.2348304,15.9645,1.0494,3940.1103,27.3442,0,7.4243,0.246
228,56.286,38.8103,31.388,57.677856,15.8714,1.016,3930.6115,27.3153,0,7.4223,0.246
229,56.532,38.6295,31.2547,57.9948448,15.9422,1.0228,3939.2824,27.5088,0,7.3748,0.246
230,56.78,38.7911,31.3496,58.2885256,15.9877,1.0291,3938.3515,27.2419,0,7.4415,0.248
231,57.027,38.7113,31.2769,58.7173928,15.9271,1.0383,3936.8012,27.2206,0,7.4344,0.247
232,57.273,38.7618,31.3496,59.868808,15.9671,1.063,3932.9819,27.3627,0,7.4122,0.246
233,57.52,38.7598,31.3819,56.6150112,16.0609,0.9932,3939.9033,27.3233,0,7.3779,0.247
234,57.767,38.7588,31.3981,60.3442912,15.9594,1.0732,3933.1882,27.1999,0,7.3607,0.247
235,58.013,38.7062,31.389,59.0343816,15.9468,1.0451,3931.7448,27.4244,0,7.3172,0.246
236,58.26,38.7628,31.3193,58.9877656,16.0049,1.0441,3939.1789,27.6037,0,7.4435,0.247
237,58.507,38.7184,31.3294,60.2510592,15.9485,1.0712,3941.9741,27.3068,0,7.389,0.247
238,58.754,38.7123,31.2931,57.7198104,15.9686,1.0169,3938.5585,27.4207,0,7.4192,0.247
239,59.001,38.4245,31.0295,58.1719856,16.0032,1.0266,3940.2138,27.9231,0,7.395,0.247
240,59.248,38.7789,31.4314,58.8292712,15.9412,1.0407,3935.2519,27.4659,0,7.3475,0.247
241,59.494,38.7901,31.3638,59.3700168,16.0003,1.0523,3940.7314,27.1962,0,7.4263,0.246
242,59.74,38.7224,31.3426,59.3933248,15.9468,1.0528,3934.4262,27.3608,0,7.3798,0.246
243,59.986,38.7032,31.2608,60.4328616,16.0098,1.0751,3933.9104,27.6955,0,7.4424,0.246
244,60.234,38.8375,31.3527,58.9877656,16.0461,1.0441,3945.707,27.5818,0,7.4848,0.248
245,60.48,38.785,31.3627,59.122952,15.964,1.047,3943.2177,27.2023,0,7.4223,0.246
246,60.727,38.6608,31.2476,61.2486416,15.9322,1.0926,3938.6618,27.5013,0,7.4132,0.247
247,60.974,38.7981,31.386,60.1624888,15.9596,1.0693,3940.8349,27.4498,0,7.4121,0.247
248,61.22,38.6941,31.2385,61.0668392,16.0117,1.0887,3944.2546,27.5299,0,7.4556,0.246
249,61.467,38.7577,31.3395,58.7826552,16.0175,1.0397,3941.249,27.1816,0,7.4182,0.247
250,61.714,38.7779,31.3436,58.353788,15.9911,1.0305,3935.4584,27.3836,0,7.4343,0.247
251,61.961,38.7557,31.3607,59.5285112,16.0059,1.0557,3935.8715,27.3824,0,7.395,0.247
252,62.208,38.5659,31.1719,58.7826552,15.9851,1.0397,3945.9145,27.5306,0,7.394,0.247
253,62.455,38.5497,31.1446,58.5355904,15.9839,1.0344,3942.1813,27.3621,0,7.4051,0.247
254,62.701,38.7426,31.3789,56.862076,15.9577,0.9985,3938.1447,27.6275,0,7.3637,0.246
255,62.948,38.784,31.3143,60.4561696,15.9642,1.0756,3937.8347,27.3246,0,7.4697,0.247
256,63.195,38.6679,31.2648,61.7893872,15.9967,1.1042,3941.9741,27.5899,0,7.4031,0.247
257,63.441,38.6638,31.286,59.6403896,15.9608,1.0581,3940.4208,27.5705,0,7.3778,0.246
258,63.689,38.782,31.4405,58.6474688,15.9238,1.0368,3932.3632,27.3356,0,7.3415,0.248
259,63.935,38.7224,31.3648,60.7731584,15.9555,1.0824,3927.2155,27.1816,0,7.3576,0.246
260,64.182,38.6275,31.3133,61.0202232,15.9061,1.0877,3934.6325,27.4423,0,7.3142,0.247
261,64.428,38.8153,31.4324,59.6636976,15.9317,1.0586,3928.0383,27.3381,0,7.3829,0.246
262,64.675,38.7668,31.3294,61.36052,16.0345,1.095,3948.8232,27.1835,0,7.4374,0.247
263,64.922,38.8224,31.4678,61.290596,15.9587,1.0935,3940.0068,27.4256,0,7.3546,0.247
264,65.168,38.7648,31.4132,60.7265424,16.0023,1.0814,3932.4665,27.039,0,7.3516,0.246
265,65.415,38.7759,31.4052,66.1945992,15.8709,1.1987,3945.2919,27.3621,0,7.3707,0.247
266,65.662,38.7709,31.4122,64.4325144,15.5035,1.1609,3864.0871,27.4864,0,7.3587,0.247
267,65.91,38.5851,31.2799,62.9174944,15.4073,1.1284,3847.831,27.5237,0,7.3052,0.248
268,66.157,38.6669,31.3597,62.759,15.4259,1.125,3834.748,27.2383,0,7.3072,0.247
269,66.404,38.6648,31.3567,63.1878672,15.3714,1.1342,3834.748,27.6728,0,7.3081,0.247
270,66.65,38.6244,31.3769,64.0502632,15.3416,1.1527,3827.8,27.4417,0,7.2475,0.246
271,66.896,38.582,31.3254,67.0290256,14.9453,1.2166,3798.8146,27.2621,0,7.2566,0.246
272,67.143,38.686,31.5233,68.5020912,14.8341,1.2482,3744.5703,27.4405,0,7.1627,0.247
273,67.39,38.6689,31.4466,68.9729128,14.8802,1.2583,3751.1252,27.505,0,7.2223,0.247
274,67.637,38.6679,31.4526,68.4088592,14.8036,1.2462,3740.6484,26.9396,0,7.2153,0.247
275,67.884,38.7325,31.5142,70.170944,14.5021,1.284,3726.8933,26.9611,0,7.2183,0.247
276,68.131,38.579,31.4314,75.1635176,14.2459,1.3911,3657.2878,27.7093,0,7.1476,0.247
277,68.378,38.6275,31.4738,72.7021928,14.1928,1.3383,3640.7766,27.178,0,7.1537,0.247
278,68.624,38.5639,31.4991,71.8910744,14.2141,1.3209,3633.3688,26.9253,0,7.0648,0.246
279,68.871,38.6467,31.6011,76.9489104,13.829,1.4294,3613.7612,26.8444,0,7.0456,0.247
280,69.118,38.5598,31.5657,74.64608,13.5273,1.38,3537.9028,26.7782,0,6.9941,0.247
281,69.366,38.5851,31.5213,78.1049872,13.5532,1.4542,3533.236,26.8207,0,7.0638,0.248
282,69.612,38.58,31.5778,77.4710096,13.3906,1.4406,3483.0261,26.8397,0,7.0022,0.246
283,69.858,38.48,31.5799,81.6291568,13.0353,1.5298,3444.3168,26.7323,0,6.9001,0.246
284,70.105,38.4154,31.5445,83.3213176,13.0142,1.5661,3439.7358,26.9874,0,6.8709,0.247
285,70.352,38.4245,31.5879,86.0343688,12.7942,1.6243,3415.3005,27.098,0,6.8366,0.247
286,70.599,38.3649,31.6071,86.9853352,12.4813,1.6447,3354.354,27.3787,0,6.7578,0.247
287,70.845,38.48,31.7323,85.6055016,12.3994,1.6151,3339.4184,27.4901,0,6.7477,0.246
288,71.092,38.2841,31.597,89.2648576,12.2762,1.6936,3312.5744,27.4207,0,6.6871,0.247
289,71.339,38.2872,31.7122,91.4325016,11.76,1.7401,3243.2431,26.8409,0,6.575,0.247
290,71.586,38.3276,31.6758,90.3743184,11.7697,1.7174,3230.1132,27.1853,0,6.6518,0.247
291,71.833,38.4114,31.7879,91.8660304,11.6803,1.7494,3207.5957,26.9814,0,6.6235,0.247
292,72.079,38.2074,31.6859,92.6305328,11.4084,1.7658,3181.2011,27.8579,0,6.5215,0.246
293,72.325,38.2286,31.6839,93.082708,11.1958,1.7755,3131.5239,27.2267,0,6.5447,0.246
294,72.572,38.166,31.6576,95.4321544,11.2198,1.8259,3131.9162,27.3147,0,6.5084,0.247
295,72.818,38.2579,31.7515,100.471344,10.769,1.934,3074.7785,26.9635,0,6.5064,0.246
296,73.065,38.2922,31.7424,96.4064288,10.5167,1.8468,3017.1374,26.8409,0,6.5498,0.247
297,73.312,38.375,31.8091,98.9609856,10.5291,1.9016,3015.1965,26.9862,0,6.5659,0.247
298,73.559,38.2892,31.7354,99.9305984,10.5063,1.9224,3012.5322,26.6106,0,6.5538,0.247
299,73.816,38.0701,31.6132,104.177316,10.1214,2.0135,2945.1032,27.4034,0,6.4569,0.257
300,74.063,37.9923,31.5829,105.8275224,9.9382,2.0489,2912.6213,27.1367,0,6.4094,0.247
301,74.309,38.2266,31.7828,104.899864,9.8287,2.029,2902.2521,27.2425,0,6.4438,0.246
302,74.555,38.1609,31.8,107.3425424,9.5453,2.0814,2868.9465,27.0222,0,6.3609,0.246
303,74.801,38.1195,31.801,111.1837008,9.2366,2.1638,2808.9887,26.7664,0,6.3185,0.246
304,75.047,38.0054,31.7435,108.2235848,9.1992,2.1003,2793.7124,26.9599,0,6.2619,0.246
305,75.293,38.1387,31.797,108.8575624,8.9392,2.1139,2786.4091,27.0799,0,6.3417,0.246
306,75.539,37.9347,31.6738,113.10428,8.7073,2.205,2742.2304,26.9958,0,6.2609,0.246
307,75.784,37.9135,31.696,112.8991696,8.6023,2.2006,2691.4167,27.1029,0,6.2175,0.245
308,76.03,37.9883,31.7233,114.2790032,8.5335,2.2302,2673.4501,27.2609,0,6.265,0.246
309,76.277,37.9105,31.6778,116.1529664,8.1363,2.2704,2649.1555,27.0546,0,6.2327,0.247
310,76.522,38.0165,31.7566,115.1134296,7.9962,2.2481,2593.4462,27.0486,0,6.2599,0.245
311,76.767,37.9085,31.701,117.0806248,7.9744,2.2903,2565.9824,27.2963,0,6.2075,0.245
312,77.012,38.0135,31.8667,122.5253736,7.5316,2.4071,2563.7268,27.2218,0,6.1468,0.245
313,77.259,37.8216,31.6647,123.2712296,7.3488,2.4231,2490.4533,26.9205,0,6.1569,0.247
314,77.505,37.8873,31.7384,119.8822464,7.2148,2.3504,2452.6596,27.245,0,6.1489,0.246
315,77.751,37.9721,31.8505,120.1759272,7.2264,2.3567,2434.1166,27.1816,0,6.1216,0.246
316,77.996,37.9842,31.8515,122.0731984,6.9819,2.3974,2429.8581,27.0956,0,6.1327,0.245
317,78.242,37.8438,31.7576,123.7234048,6.6147,2.4328,2372.5168,27.1005,0,6.0862,0.246
318,78.488,37.8146,31.7182,124.198888,6.5607,2.443,2317.676,27.2011,0,6.0964,0.246
319,78.733,37.857,31.699,125.2384248,6.5854,2.4653,2311.6042,27.098,0,6.158,0.245
320,78.978,37.8873,31.7798,121.8727496,6.5805,2.3931,2312.4594,27.2963,0,6.1075,0.245
321,79.223,37.7772,31.6485,123.6767888,6.5078,2.4318,2304.7138,27.1574,0,6.1287,0.245
322,79.469,37.8539,31.7788,123.1127352,6.5527,2.4197,2306.3439,27.3049,0,6.0751,0.246
323,79.715,37.9155,31.802,122.0498904,6.6244,2.3969,2313.7436,27.2804,0,6.1135,0.246
324,79.961,37.8226,31.7424,125.5321056,6.5229,2.4716,2309.1132,27.4864,0,6.0802,0.246
325,80.207,37.8095,31.7061,125.2617328,6.6409,2.4658,2311.8181,27.3664,0,6.1034,0.246
326,80.453,37.9176,31.8323,126.9119392,6.3922,2.5012,2298.0756,27.6539,0,6.0853,0.246
327,80.699,37.8428,31.8061,130.3428768,5.9664,2.5748,2230.9477,27.4034,0,6.0367,0.246
328,80.946,38.0135,31.9353,129.7322072,5.8491,2.5617,2178.8391,26.8634,0,6.0782,0.247
329,81.191,37.9004,31.7737,128.9210888,5.8317,2.5443,2178.8391,27.1186,0,6.1267,0.245
330,81.437,37.8812,31.8677,129.8907016,5.8523,2.5651,2180.3479,26.9994,0,6.0135,0.246
331,81.682,37.7651,31.6819,128.9863512,5.845,2.5457,2182.6435,27.4256,0,6.0832,0.245
332,81.928,37.7964,31.7061,132.0396992,5.8452,2.6112,2182.5166,27.2804,0,6.0903,0.246
333,82.174,37.8348,31.802,130.7297896,5.884,2.5831,2184.4235,27.1138,0,6.0328,0.246
334,82.42,37.7833,31.7374,135.1816176,5.4819,2.6786,2157.9628,27.3849,0,6.0459,0.246
335,82.665,37.7984,31.7849,133.778476,5.1887,2.6485,2077.1596,26.9635,0,6.0135,0.245
336,82.911,37.8166,31.8131,134.8413208,5.0719,2.6713,2077.1596,27.3196,0,6.0035,0.246
337,83.158,37.9004,31.899,133.1444984,5.1688,2.6349,2051.3203,27.3873,0,6.0014,0.247
338,83.404,37.8883,31.8919,135.270188,5.1567,2.6805,2051.9836,27.1816,0,5.9964,0.246
339,83.65,37.7095,31.8091,134.8180128,5.1288,2.6708,2053.1069,27.0583,0,5.9004,0.246
340,83.895,37.8812,31.8828,132.7622472,5.1094,2.6267,2035.0572,27.1561,0,5.9984,0.245
341,84.141,37.959,31.9353,132.8508176,5.0086,2.6286,2033.0712,27.1828,0,6.0237,0.246
342,84.387,37.9499,31.9828,134.7947048,5.0733,2.6703,2033.0712,27.0968,0,5.9671,0.246
343,84.633,37.8327,31.8667,134.8646288,5.1043,2.6718,2031.6289,26.905,0,5.966,0.246
344,84.878,37.9438,31.9757,132.310072,5.0086,2.617,2035.9964,27.0558,0,5.9681,0.245
345,85.124,37.9802,32.0171,131.7460184,5.0675,2.6049,2033.1815,27.086,0,5.9631,0.246
346,85.37,37.9004,31.9222,133.9136624,5.0311,2.6514,2032.4652,27.0558,0,5.9782,0.246
347,85.625,37.9711,31.9515,134.594256,5.0294,2.666,2034.5052,27.1598,0,6.0196,0.255
348,85.871,37.9479,32.006,133.5966736,5.0593,2.6446,2034.5052,27.2816,0,5.9419,0.246
349,86.116,37.9802,32.0615,135.1816176,5.0503,2.6786,2031.9696,26.7252,0,5.9187,0.245
350,86.362,37.7924,31.8455,134.4124536,5.0166,2.6621,2030.3194,27.3049,0,5.9469,0.246
351,86.607,37.8378,31.8818,131.8345888,5.1097,2.6068,2033.7327,27.2413,0,5.956,0.245
352,86.852,37.9155,31.9121,132.986004,5.0876,2.6315,2040.0391,27.5125,0,6.0034,0.245
353,87.1,37.8539,31.8747,136.039352,5.0934,2.697,2037.822,27.1646,0,5.9792,0.248
354,87.346,37.857,31.8636,135.4286824,5.0762,2.6839,2037.822,26.9551,0,5.9934,0.246
355,87.592,37.9145,31.8848,135.4286824,5.1661,2.6839,2039.4289,27.2829,0,6.0297,0.246
356,87.839,37.859,31.8838,137.7082048,5.1165,2.7328,2050.1887,26.5978,0,5.9752,0.247
357,88.085,37.9216,31.8889,131.494292,5.0241,2.5995,2036.7705,27.343,0,6.0327,0.246
358,88.331,37.8903,31.8646,133.6432896,4.9975,2.6456,2031.8594,27.0378,0,6.0257,0.246
359,88.577,37.967,31.9727,132.8508176,5.0333,2.6286,2034.0638,27.1828,0,5.9943,0.246
360,88.823,37.8994,31.9272,133.4381792,4.9984,2.6412,2034.0638,26.88,0,5.9722,0.246
361,89.068,37.9176,31.901,133.8484,5.1184,2.65,2036.357,27.0018,0,6.0166,0.245
362,89.314,37.8994,31.9767,136.016044,5.0372,2.6965,2036.8258,26.7924,0,5.9227,0.246
363,89.56,37.9479,31.9515,134.6362104,5.0985,2.6669,2032.0797,27.0787,0,5.9964,0.246
364,89.805,37.8842,31.9474,133.7132136,5.0702,2.6471,2035.9411,26.9253,0,5.9368,0.245
365,90.061,37.9368,31.9505,133.6432896,5.0474,2.6456,2028.7816,26.8243,0,5.9863,0.256
366,90.307,37.9852,31.9232,136.5567896,5.0871,2.7081,2028.7816,27.0763,0,6.062,0.246
367,90.553,37.9378,31.9515,134.8413208,5.0515,2.6713,2038.8745,27.0619,0,5.9863,0.246
368,90.798,37.9044,31.9192,137.437832,5.0736,2.727,2035.2229,27.3775,0,5.9852,0.245
369,91.043,38.0721,32.0717,136.8737784,5.0299,2.7149,2036.494,26.8243,0,6.0004,0.245
370,91.288,38.0034,32.0201,133.4381792,5.1395,2.6412,2044.2094,27.3467,0,5.9833,0.245
371,91.534,37.8964,31.9585,136.3563408,5.0549,2.7038,2044.9897,26.7664,0,5.9379,0.246
372,91.78,37.9923,31.9929,135.4053744,5.0125,2.6834,2044.9897,26.7311,0,5.9994,0.246
373,92.025,37.9075,31.905,131.1353488,5.1375,2.5918,2031.6944,26.9431,0,6.0025,0.245
374,92.271,37.9529,31.9818,133.1211904,5.092,2.6344,2051.4785,27.0186,0,5.9711,0.246
375,92.517,37.9428,31.9384,132.8974336,5.0842,2.6296,2043.1513,27.2023,0,6.0044,0.246
376,92.763,37.9983,32.0181,131.0654248,5.0605,2.5903,2038.1542,27.2267,0,5.9802,0.246
377,93.008,37.958,32.003,130.3195688,5.1043,2.5743,2042.2612,27.2242,0,5.955,0.245
378,93.254,37.8418,31.8444,134.4124536,5.0719,2.6621,2042.2612,26.9002,0,5.9974,0.246
379,93.5,37.8812,31.907,131.6527864,5.058,2.6029,2039.3101,27.0438,0,5.9742,0.246
380,93.746,37.8873,31.9293,132.6037528,5.0801,2.6233,2033.4019,27.2157,0,5.958,0.246
381,93.992,37.961,31.9747,138.230304,5.0396,2.744,2030.2094,26.9694,0,5.9863,0.246
382,94.237,37.7873,31.8424,134.477716,5.0711,2.6635,2031.4193,27.3356,0,5.9449,0.245
383,94.493,37.9115,31.8909,136.6500216,5.0064,2.7101,2022.8173,27.1186,0,6.0206,0.256
384,94.739,37.9388,31.9474,131.6760944,5.0278,2.6034,2022.8173,26.9862,0,5.9914,0.246
385,94.984,37.9256,31.9626,135.340112,5.0008,2.682,2031.4193,27.0378,0,5.963,0.245
386,95.229,38.0095,32.0171,135.7689792,5.0181,2.6912,2026.4793,27.009,0,5.9924,0.245
387,95.476,38.0286,32.0484,134.0721568,4.981,2.6548,2026.9722,27.2194,0,5.9802,0.247
388,95.721,37.9044,31.9293,134.1840352,5.0692,2.6572,2033.2366,27.1186,0,5.9751,0.245
389,95.971,37.9509,31.9656,135.3587584,4.9764,2.6824,2032.961,27.0956,0,5.9853,0.25
390,96.217,37.9206,31.9303,131.1120408,5.037,2.5913,2032.961,27.3037,0,5.9903,0.246
391,96.462,37.8691,31.8596,136.6500216,5.1257,2.7101,2027.9039,26.6269,0,6.0095,0.245
392,96.707,37.9206,31.9141,133.5081032,5.1009,2.6427,2038.2095,27.121,0,6.0065,0.245
393,96.953,37.753,31.8263,133.73186,5.0939,2.6475,2039.2625,27.0402,0,5.9267,0.246
394,97.198,38.0024,32.0353,133.3962248,5.0391,2.6403,2030.2094,26.8871,0,5.9671,0.245
395,97.445,37.9701,31.9606,135.200264,5.0791,2.679,2034.8364,27.1999,0,6.0095,0.247
396,97.691,37.8398,31.8717,134.1187728,5.0648,2.6558,2034.8364,27.0066,0,5.9681,0.246
397,97.936,38.0014,32.0313,133.3729168,5.0118,2.6398,2038.4865,27.0595,0,5.9701,0.245
398,98.182,37.9559,31.9929,133.2377304,5.0988,2.6369,2026.6983,26.8468,0,5.963,0.246
399,98.428,37.9883,32.003,134.570948,5.053,2.6655,2042.15,26.9002,0,5.9853,0.246
400,98.673,37.8842,32.009,133.079236,5.0808,2.6335,2037.6004,27.0378,0.0087,5.8752,0.245
401,98.919,37.9277,31.9313,131.540908,5.1138,2.6005,2043.4853,27.1574,0.3959,5.9964,0.246
402,99.165,37.9125,31.9555,133.4614872,5.1501,2.6417,2043.4853,27.1065,0.7858,5.957,0.246
403,99.41,37.8913,31.9343,133.5547192,5.2512,2.6437,2053.1069,27.0186,1.1762,5.957,0.245
404,99.657,37.8994,31.7889,135.5405608,5.394,2.6863,2068.509,27.0751,1.5657,6.1105,0.247
405,99.902,37.958,31.6839,134.2772672,5.804,2.6592,2127.7199,27.2694,1.9569,6.2741,0.245
406,100.148,38.0266,31.4213,131.610832,6.488,2.602,2239.2739,26.8231,2.3456,6.6053,0.246
407,100.395,38.1034,31.3749,135.6757472,7.0001,2.6892,2393.2604,27.2047,2.7364,6.7285,0.247
408,100.641,38.375,31.286,134.4124536,7.7822,2.6621,2539.79,26.7393,3.1263,7.089,0.246
409,100.888,38.6941,31.18,132.8275096,8.6382,2.6281,2681.8278,27.1622,3.5171,7.5141,0.247
410,101.135,38.7517,31.0305,132.6037528,9.0744,2.6233,2825.8166,26.8444,3.9106,7.7212,0.247
411,101.382,39.0627,30.873,136.8970864,9.9838,2.7154,3102.2502,26.6281,4.3005,8.1897,0.247
412,101.628,39.2556,30.4711,134.3891456,10.8856,2.6616,3240.3007,26.6725,4.6909,8.7845,0.246
413,101.877,39.7383,30.3196,136.8271624,11.7935,2.7139,3363.6811,26.8231,5.086,9.4187,0.249
414,102.125,40.1129,30.0348,131.564216,12.7331,2.601,3620.9143,26.3843,5.4783,10.0781,0.248
415,102.373,40.4411,29.845,134.2073432,13.3014,2.6577,3732.4575,26.1011,5.871,10.5961,0.248
416,102.621,41.0208,29.5703,136.6500216,14.3625,2.7101,3984.6987,26.2499,6.2657,11.4505,0.248
417,102.87,41.5317,29.023,132.5571368,15.2905,2.6223,4209.9355,25.8966,6.6596,12.5087,0.249
418,103.118,41.9539,28.3938,137.484448,16.2318,2.728,4317.789,26.6538,7.0512,13.5601,0.248
419,103.365,42.8203,28.0838,133.2610384,17.0408,2.6374,4503.9633,25.9142,7.4451,14.7365,0.247
420,103.613,43.3727,27.8566,133.8670464,17.5628,2.6504,4681.6479,25.4043,7.8354,15.5161,0.248
421,103.861,44.3058,26.9266,134.454408,18.4729,2.663,4868.8652,25.1677,8.2297,17.3792,0.248
422,104.109,45.3631,26.5378,131.2705352,19.168,2.5947,4995.6704,25.123,8.4916,18.8253,0.248
423,104.359,46.0003,26.5923,134.501024,19.7225,2.664,5096.8398,24.5508,8.4916,19.408,0.25
424,104.608,45.9467,26.6327,136.9203944,19.8536,2.7159,5140.1547,25.0392,8.4916,19.314,0.249
425,104.856,46.0467,26.6075,136.715284,19.7848,2.7115,5136.9863,24.8204,8.4916,19.4392,0.248
426,105.103,46.072,26.6468,132.0163912,19.8863,2.6107,5140.8593,24.8956,8.4916,19.4252,0.247
427,105.355,46.0306,26.5509,137.6429424,19.8905,2.7314,5142.9746,25.1074,8.4916,19.4797,0.252
428,105.603,46.0083,26.4802,133.801784,19.9348,2.649,5147.5634,24.7024,8.4916,19.5281,0.248
429,105.851,46.0184,26.6246,134.0255408,19.9094,2.6538,5157.475,25.5957,8.4916,19.3938,0.248
430,106.1,46.0508,26.6398,136.0813064,19.8701,2.6979,5144.7387,25.0546,8.4916,19.411,0.249
431,106.348,46.077,26.6327,133.778476,19.9445,2.6485,5152.8686,24.9354,8.4916,19.4443,0.248
432,106.596,46.0356,26.5953,135.969428,19.9091,2.6955,5147.5634,25.4873,8.4916,19.4403,0.248
