,Time (sec),PT1 (psi),PT2 (psi),torque (mNm),V (V),I (A),Speed (RPM),Flow Rate (GPM),GV (deg),DP (psi),dt
897,221.852,45.769,26.9134,134.7294424,19.6037,2.6689,5073.0517,24.9518,8.4908,18.8556,0.248
898,222.1,45.7377,26.8155,137.46114,19.6297,2.7275,5086.125,25.2965,8.4908,18.9222,0.248
899,222.348,45.7296,26.8902,134.7061344,19.5638,2.6684,5090.9584,25.0712,8.4908,18.8394,0.248
900,222.596,45.6781,26.8326,136.6267136,19.6132,2.7096,5084.0566,25.034,8.4908,18.8455,0.248
901,222.844,45.7811,26.8942,136.3330328,19.6767,2.7033,5080.6123,25.1625,8.4908,18.8869,0.248
902,223.093,45.7448,26.8922,135.3587584,19.6718,2.6824,5093.0327,24.8316,8.4908,18.8526,0.249
903,223.341,45.665,26.868,137.531064,19.5715,2.729,5078.5483,24.8539,8.4908,18.797,0.248
904,223.588,45.7256,26.8367,132.4452584,19.5398,2.6199,5081.9892,24.8295,8.4908,18.8889,0.247
905,223.836,45.7508,26.8367,135.1816176,19.6622,2.6786,5081.9892,24.8377,8.4908,18.9141,0.248
906,224.084,45.7448,26.9043,133.9835864,19.5567,2.6529,5088.8857,25.0691,8.4908,18.8405,0.248
907,224.333,45.7417,26.873,132.4452584,19.5412,2.6199,5080.6123,24.8722,8.4908,18.8687,0.249
908,224.581,45.7448,26.8831,137.3492616,19.5812,2.7251,5077.1728,25.0526,8.4908,18.8617,0.248
909,224.829,45.7609,26.8993,133.6665976,19.6694,2.6461,5089.5766,25.2063,8.4908,18.8616,0.248
910,225.077,45.6933,26.8286,135.6524392,19.6006,2.6887,5091.6499,25.0237,8.4908,18.8647,0.248
911,225.325,45.6741,26.8215,134.54764,19.573,2.665,5085.4355,24.8052,8.4908,18.8526,0.248
912,225.572,45.7771,26.8751,135.1350016,19.603,2.6776,5092.3413,25.067,8.4908,18.902,0.247
913,225.819,45.8215,26.8912,136.4216032,19.6602,2.7052,5086.8149,25.3619,8.4908,18.9303,0.247
914,226.066,45.7054,26.8609,133.079236,19.5405,2.6335,5083.3671,24.9744,8.4908,18.8445,0.247
915,226.314,45.6731,26.7428,136.016044,19.6752,2.6965,5079.9243,24.779,8.4908,18.9303,0.248
916,226.562,45.7609,26.8488,134.7061344,19.7322,2.6684,5095.8012,25.8668,8.4908,18.9121,0.248
917,226.81,45.5963,26.7771,131.7926344,19.4978,2.6059,5089.5766,25.0381,8.4908,18.8192,0.248
918,227.057,45.7448,26.8831,134.1187728,19.6386,2.6558,5074.4248,25.0691,8.4908,18.8617,0.247
919,227.305,45.7195,26.7912,132.6270608,19.6226,2.6238,5091.6499,25.3682,8.4908,18.9283,0.248
920,227.553,45.7821,26.8488,134.501024,19.6672,2.664,5099.2656,25.1064,8.4908,18.9333,0.248
921,227.801,45.7337,26.874,135.0231232,19.683,2.6752,5090.9584,25.2986,8.4908,18.8597,0.248
922,228.049,45.6529,26.7579,135.0231232,19.6311,2.6752,5094.4165,25.1417,8.4908,18.895,0.248
923,228.298,45.6811,26.7408,136.6034056,19.723,2.7091,5104.8188,25.3133,8.4908,18.9403,0.249
924,228.546,45.7468,26.8518,135.4752984,19.7014,2.6849,5097.1865,25.0919,8.4908,18.895,0.248
925,228.796,45.7337,26.871,133.4847952,19.6629,2.6422,5089.5766,24.8397,8.4908,18.8627,0.25
926,229.043,45.7266,26.8498,133.3029928,19.7414,2.6383,5098.5722,25.2042,8.4908,18.8768,0.247
927,229.291,45.6519,26.762,136.2398008,19.6348,2.7013,5093.7246,25.3028,8.4908,18.8899,0.248
928,229.539,45.6569,26.8498,135.0650776,19.6214,2.6761,5096.4936,24.9826,8.4908,18.8071,0.248
929,229.787,45.6317,26.7912,133.4847952,19.6028,2.6422,5082.6782,25.3513,8.4908,18.8405,0.248
930,230.035,45.6771,26.7044,137.7781288,19.715,2.7343,5099.2656,25.3619,8.4908,18.9727,0.248
931,230.283,45.7084,26.8124,137.2373832,19.6927,2.7227,5099.9589,25.1979,8.4908,18.896,0.248
932,230.531,45.6579,26.8357,136.668668,19.7322,2.7105,5103.4296,25.5409,8.296,18.8222,0.248
933,230.779,45.5701,26.8932,134.7061344,19.5608,2.6684,5092.3413,25.4553,8.0992,18.6769,0.248
934,231.028,45.3671,27.3386,137.2140752,19.4574,2.7222,5065.5141,25.1583,7.9009,18.0285,0.249
935,231.276,45.0571,27.4183,134.2306512,19.4217,2.6582,5024.1157,25.3408,7.7065,17.6388,0.248
936,231.524,44.3078,27.7021,131.7693264,18.8454,2.6054,4927.7265,25.4213,7.5101,16.6057,0.248
937,231.771,44.224,28.207,132.1981936,18.3936,2.6146,4840.5834,25.3281,7.3134,16.017,0.247
938,232.018,43.8746,28.2353,133.8484,18.2649,2.65,4811.3935,25.7007,7.1154,15.6393,0.247
939,232.267,43.6534,28.4676,133.4614872,18.0037,2.6417,4745.0336,25.6119,6.9207,15.1858,0.249
940,232.515,43.1919,28.823,136.8504704,17.5129,2.7144,4637.0717,25.5968,6.7227,14.3689,0.248
941,232.763,42.8445,28.8513,131.564216,17.1137,2.601,4568.1567,26.2329,6.526,13.9932,0.248
942,233.01,42.4588,29.2845,135.6524392,16.6336,2.6887,4464.8173,26.0085,6.3316,13.1743,0.247
943,233.259,42.1366,29.3047,133.9602784,16.3748,2.6524,4377.2617,26.0843,6.1348,12.8319,0.249
944,233.506,41.8973,29.6693,132.0630072,15.8547,2.6117,4319.7788,25.9707,5.9361,12.228,0.247
945,233.754,41.6267,29.9005,135.5405608,15.2701,2.6863,4185.268,26.0174,5.7425,11.7262,0.248
946,234.002,40.9925,29.8258,136.2631088,14.8535,2.7018,4088.0847,26.4589,5.5457,11.1667,0.248
947,234.25,40.9299,30.0611,136.668668,14.495,2.7105,4016.7094,26.2306,5.3474,10.8688,0.248
948,234.498,40.8754,30.2943,135.6990552,13.9718,2.6897,3904.623,26.7853,5.1514,10.5811,0.248
949,234.746,40.3614,30.157,136.691976,13.6793,2.711,3865.5808,27.021,4.9559,10.2044,0.248
950,234.994,40.2099,30.2913,132.986004,13.1453,2.6315,3755.2573,26.9443,4.7587,9.9186,0.248
951,235.241,40.2543,30.3196,132.9673576,13.0826,2.6311,3715.0783,27.2194,4.5615,9.9347,0.247
952,235.488,40.2543,30.4832,131.7227104,12.8909,2.6044,3671.4313,27.0836,4.366,9.7711,0.247
953,235.736,40.0968,30.6215,134.1187728,12.6953,2.6558,3652.123,26.4635,4.1712,9.4753,0.248
954,235.984,39.8524,30.6175,132.8088632,12.3429,2.6277,3558.8876,26.5932,3.974,9.2349,0.248
955,236.231,39.9332,30.7043,131.8345888,12.1156,2.6068,3510.9072,26.4175,3.7765,9.2289,0.247
956,236.479,39.7736,30.7861,133.9602784,11.8514,2.6524,3451.7673,27.4058,3.5825,8.9875,0.248
957,236.727,39.4061,30.6326,131.63414,11.516,2.6025,3411.572,27.144,3.3862,8.7735,0.248
958,236.975,39.3879,30.9033,133.3263008,11.1255,2.6388,3352.4047,27.3172,3.1874,8.4846,0.248
959,237.223,39.2748,30.9558,136.1978464,10.809,2.7004,3242.5422,27.5849,2.993,8.319,0.248
960,237.472,39.2495,31.1234,135.0650776,10.5337,2.6761,3181.4711,26.9109,2.7943,8.1261,0.249
961,237.72,39.1102,31.18,134.7061344,10.0868,2.6684,3109.4526,26.8397,2.5967,7.9302,0.248
962,237.968,39.0445,31.2547,134.7294424,9.7732,2.6689,3051.7578,26.899,2.4024,7.7898,0.248
963,238.225,38.9769,31.4678,132.6503688,9.3364,2.6243,2931.5197,26.6725,2.1969,7.5091,0.257
964,238.471,38.6881,31.3224,134.570948,9.0335,2.6655,2881.955,27.2364,2.0029,7.3657,0.246
965,238.718,38.6871,31.3375,132.1515776,8.8447,2.6136,2832.7541,27.0282,1.8077,7.3496,0.247
966,238.966,38.6032,31.3577,132.6503688,8.5076,2.6243,2780.249,26.842,1.6114,7.2455,0.248
967,239.213,38.5689,31.5799,134.0488488,8.0757,2.6543,2722.5207,27.1828,1.4134,6.989,0.247
968,239.46,38.473,31.5839,135.9041656,7.7759,2.6941,2639.1723,27.3418,1.2182,6.8891,0.247
969,239.707,38.3952,31.5657,135.8575496,7.6576,2.6931,2587.456,26.9491,1.0231,6.8295,0.247
970,239.954,38.3205,31.6374,132.33338,7.2209,2.6175,2535.154,26.8468,0.8283,6.6831,0.247
971,240.202,38.0832,31.5516,135.7689792,6.9293,2.6912,2468.7294,27.4256,0.6319,6.5316,0.248
972,240.448,38.0761,31.693,132.4219504,6.5318,2.6194,2402.3061,27.3221,0.4372,6.3831,0.246
973,240.695,38.0751,31.7586,134.6828264,6.3062,2.6679,2323.708,27.278,0.2424,6.3165,0.247
974,240.941,37.9469,31.8081,132.7622472,5.931,2.6267,2252.6582,27.0619,0.0468,6.1388,0.246
975,241.188,37.9166,31.8889,131.2938432,5.489,2.5952,2159.5163,27.2267,-0.0004,6.0277,0.247
976,241.436,37.86,31.8475,131.564216,5.385,2.601,2095.206,27.098,-0.0004,6.0125,0.248
977,241.684,37.9943,31.9171,135.9274736,5.3816,2.6946,2086.8112,27.5724,-0.0004,6.0772,0.248
978,241.933,37.863,31.7707,133.755168,5.3324,2.648,2087.0437,27.7764,-0.0004,6.0923,0.249
979,242.181,37.8035,31.7212,133.7132136,5.3239,2.6471,2087.0437,27.7359,-0.0004,6.0823,0.248
980,242.429,37.8418,31.8152,132.1515776,5.4092,2.6136,2083.9948,27.7714,-0.0004,6.0266,0.248
981,242.678,37.8388,31.8212,134.501024,5.2856,2.664,2083.7963,27.098,-0.0004,6.0176,0.249
982,242.925,37.8964,31.8667,131.1819648,5.2585,2.5928,2072.7392,27.3246,-0.0004,6.0297,0.247
983,243.173,37.964,31.8768,135.9274736,5.2529,2.6946,2064.0686,27.4034,-0.0004,6.0872,0.248
984,243.421,38.0145,31.9414,133.102544,5.2548,2.634,2072.1667,27.0234,-0.0004,6.0731,0.248
985,243.681,37.861,31.7546,133.1678064,5.329,2.6354,2081.7141,27.2462,-0.0004,6.1064,0.26
986,243.929,37.8287,31.796,133.3029928,5.346,2.6383,2081.7141,27.0234,-0.0004,6.0327,0.248
987,244.176,37.8832,31.8485,131.4756456,5.2851,2.5991,2076.6308,27.1222,-0.0004,6.0347,0.247
988,244.425,37.8802,31.8253,132.6270608,5.2614,2.6238,2077.5622,27.2506,-0.0004,6.0549,0.249
989,244.673,37.8125,31.7818,132.240148,5.299,2.6155,2074.8034,27.057,-0.0004,6.0307,0.248
990,244.921,37.9428,31.9111,133.2610384,5.242,2.6374,2061.6855,27.327,-0.0004,6.0317,0.248
991,245.169,37.9428,31.8525,132.240148,5.344,2.6155,2071.4799,26.9802,-0.0004,6.0903,0.248
992,245.432,37.8701,31.8424,133.5081032,5.3082,2.6427,2079.0598,26.7288,-0.0004,6.0277,0.263
993,245.68,37.8954,31.8667,134.1420808,5.2529,2.6563,2079.0598,27.4231,-0.0004,6.0287,0.248
994,245.928,37.9085,31.8555,132.8508176,5.3273,2.6286,2069.3188,26.6701,-0.0004,6.053,0.248
995,246.176,37.86,31.7546,132.9207416,5.3683,2.6301,2078.1379,27.021,-0.0004,6.1054,0.248
996,246.424,37.9267,31.8566,132.5338288,5.2854,2.6218,2077.217,27.045,-0.0004,6.0701,0.248
997,246.672,37.964,31.8656,134.3891456,5.3203,2.6616,2070.1076,27.3196,-0.0004,6.0984,0.248
998,246.92,37.8782,31.8465,135.9041656,5.338,2.6941,2075.9521,27.5724,-0.0004,6.0317,0.248
999,247.168,37.76,31.7546,131.2006112,5.3072,2.5932,2075.9521,27.1999,-0.0004,6.0054,0.248
1000,247.416,37.8186,31.7808,133.1211904,5.2626,2.6344,2070.53,27.0811,-0.0004,6.0378,0.248
1001,247.663,37.961,31.8909,131.9697752,5.2713,2.6097,2068.1667,27.1392,-0.0004,6.0701,0.247
1002,247.911,37.9438,31.8576,130.3195688,5.3086,2.5743,2071.5942,26.9372,-0.0004,6.0862,0.248
1003,248.159,37.8247,31.7717,132.8508176,5.2808,2.6286,2073.6562,27.4677,-0.0004,6.053,0.248
1004,248.406,37.8913,31.8414,134.4357616,5.2212,2.6626,2064.1823,27.5949,-0.0004,6.0499,0.247
1005,248.653,37.9479,31.8717,133.4847952,5.2885,2.6422,2064.1823,27.4628,-0.0004,6.0762,0.247
1006,248.901,37.9115,31.8869,133.6665976,5.2912,2.6461,2071.1989,27.2194,-0.0004,6.0246,0.248
1007,249.149,37.8226,31.7525,135.270188,5.3096,2.6805,2069.6506,27.2437,-0.0004,6.0701,0.248
1008,249.397,38.0105,32.0232,133.4847952,5.2956,2.6422,2071.2509,27.2633,-0.0004,5.9873,0.248
1009,249.645,38.0923,32.0121,132.1981936,5.2791,2.6146,2063.728,27.1392,-0.0004,6.0802,0.248
1010,249.893,37.8741,31.7606,135.6337928,5.3079,2.6883,2075.1479,27.5075,-0.0004,6.1135,0.248
1011,250.153,37.855,31.8283,132.2215016,5.2759,2.6151,2070.2219,26.8681,-0.0004,6.0267,0.26
1012,250.405,37.9135,31.8808,132.5151824,5.2718,2.6214,2070.2219,27.4207,-0.0004,6.0327,0.252
1013,250.653,37.8287,31.804,133.8484,5.2946,2.65,2076.3024,27.4876,-0.0004,6.0247,0.248
1014,250.9,37.7802,31.7293,134.7294424,5.2854,2.6689,2074.2297,27.4603,-0.0004,6.0509,0.247
1015,251.148,37.8247,31.7606,133.6665976,5.3285,2.6461,2072.0522,27.2609,-0.0004,6.0641,0.248
1016,251.395,37.8711,31.8455,132.33338,5.3053,2.6175,2080.9055,27.0595,-0.0004,6.0256,0.247
1017,251.643,37.9135,31.9212,129.4618344,5.2384,2.5559,2069.4221,26.9706,-0.0004,5.9923,0.248
1018,251.905,37.8772,31.8555,132.33338,5.2202,2.6175,2065.2053,27.3074,-0.0004,6.0217,0.262
1019,252.153,37.8913,31.8869,135.94612,5.2767,2.695,2065.2053,27.0402,-0.0004,6.0044,0.248
1020,252.408,37.8893,31.8232,132.7156312,5.3009,2.6257,2066.9291,27.3614,-0.0004,6.0661,0.255
1021,252.656,37.9155,31.8273,133.6899056,5.3123,2.6466,2073.1977,27.0066,-0.0004,6.0882,0.248
1022,252.904,37.8247,31.8071,136.9670104,5.28,2.7169,2076.0671,27.2853,-0.0004,6.0176,0.248
1023,253.151,37.9337,31.899,131.9697752,5.3348,2.6097,2078.8291,27.1367,-0.0004,6.0347,0.247
1024,253.399,37.9105,31.8747,134.1187728,5.251,2.6558,2074.4592,27.2853,-0.0004,6.0358,0.248
1025,253.656,37.8772,31.899,133.9369704,5.2648,2.6519,2068.509,27.3074,-0.0004,5.9782,0.257
1026,253.904,37.9075,31.8424,134.9998152,5.3266,2.6747,2068.509,26.8444,-0.0004,6.0651,0.248
1027,254.151,37.8701,31.7889,134.594256,5.3036,2.666,2076.5214,27.4454,-0.0004,6.0812,0.247
1028,254.399,37.8539,31.8071,135.7223632,5.2624,2.6902,2071.7087,27.3323,-0.0004,6.0468,0.248
1029,254.647,37.8711,31.7939,134.7480888,5.2958,2.6693,2068.395,27.6024,-0.0004,6.0772,0.248
1030,254.895,37.86,31.8283,135.6757472,5.338,2.6892,2078.5986,27.3074,-0.0004,6.0317,0.248
1031,255.143,37.9236,31.8505,134.3005752,5.3062,2.6597,2073.427,26.9205,-0.0004,6.0731,0.248
1032,255.407,37.96,31.903,133.5314112,5.283,2.6432,2075.3776,27.2413,-0.0004,6.057,0.264
1033,255.654,37.9125,31.8929,135.0650776,5.2968,2.6761,2075.3776,27.0787,-0.0004,6.0196,0.247
1034,255.903,37.8964,31.8263,134.2073432,5.314,2.6577,2074.6613,27.3442,-0.0004,6.0701,0.249
1035,256.151,37.8277,31.7798,132.1282696,5.299,2.6131,2076.2968,27.5524,-0.0004,6.0479,0.248
1036,256.399,37.9691,31.9353,130.9302384,5.2641,2.5874,2068.509,27.1392,-0.0004,6.0338,0.248
1037,256.647,37.9943,31.9515,135.0464312,5.274,2.6757,2077.7924,27.3984,-0.0004,6.0428,0.248
1038,256.896,37.8529,31.7778,133.6432896,5.3292,2.6456,2075.7224,27.4429,-0.0004,6.0751,0.249
1039,257.156,37.9054,31.8646,132.986004,5.2517,2.6315,2073.8857,27.4281,-0.0004,6.0408,0.26
1040,257.405,37.9398,31.8475,134.6828264,5.3152,2.6679,2073.8857,27.0836,-0.0004,6.0923,0.249
1041,257.653,37.8035,31.7909,132.1049616,5.3309,2.6126,2078.0556,27.3614,-0.0004,6.0126,0.248
1042,257.901,37.8348,31.804,131.4523376,5.2745,2.5986,2080.79,27.2902,-0.0004,6.0308,0.248
1043,258.149,37.8752,31.8566,133.3263008,5.2934,2.6388,2072.9685,26.9086,-0.0004,6.0186,0.248
1044,258.397,37.9085,31.8929,131.7227104,5.3385,2.6044,2073.6562,27.4405,-0.0004,6.0156,0.248
1045,258.646,37.9277,31.8384,133.2610384,5.3249,2.6374,2083.2175,27.1246,-0.0004,6.0893,0.249
1046,258.903,37.8449,31.8232,132.4918744,5.3465,2.6209,2082.4077,27.2755,-0.0004,6.0217,0.257
1047,259.151,37.9216,31.9151,133.2610384,5.3084,2.6374,2082.4077,27.4281,-0.0004,6.0065,0.248
1048,259.399,37.8045,31.7626,130.9768544,5.3164,2.5884,2079.4824,27.2242,-0.0004,6.0419,0.248
1049,259.646,37.8661,31.8626,133.2610384,5.2764,2.6374,2079.0598,27.2853,-0.0004,6.0035,0.247
1050,259.894,37.8731,31.804,136.1279224,5.2965,2.6989,2074.3444,27.2584,-0.0004,6.0691,0.248
1051,260.141,37.9337,31.9101,134.2772672,5.3108,2.6592,2077.6774,27.1634,-0.0004,6.0236,0.247
1052,260.388,37.8247,31.7889,134.6595184,5.3389,2.6674,2079.6362,27.5025,-0.0004,6.0358,0.247
1053,260.635,37.8257,31.8212,131.0654248,5.3198,2.5903,2079.6362,27.4058,-0.0004,6.0045,0.247
1054,260.882,37.858,31.8364,133.5733656,5.336,2.6441,2076.7119,27.327,-0.0004,6.0216,0.247
1055,261.129,37.9024,31.9121,134.2772672,5.2745,2.6592,2073.1977,27.2047,-0.0004,5.9903,0.247
1056,261.376,37.8196,31.8242,132.1748856,5.3113,2.6141,2073.6562,27.2633,-0.0004,5.9954,0.247
1057,261.623,37.8964,31.8495,136.016044,5.2863,2.6965,2071.8232,26.9778,-0.0004,6.0469,0.247
1058,261.87,37.9054,31.798,130.0072416,5.3799,2.5676,2084.8391,27.1053,-0.0004,6.1074,0.247
1059,262.118,37.9095,31.8848,137.2606912,5.3159,2.7232,2084.8391,27.0595,-0.0004,6.0247,0.248
1060,262.366,37.9256,31.8475,132.0630072,5.3006,2.6117,2071.5109,27.3886,-0.0004,6.0781,0.248
1061,262.614,38.0024,31.9353,134.3192216,5.2401,2.6601,2072.6247,26.9659,-0.0004,6.0671,0.248
1062,262.862,37.9458,31.9182,131.9278208,5.3045,2.6088,2071.4799,27.0836,-0.0004,6.0276,0.248
1063,263.11,37.8317,31.8283,135.200264,5.2977,2.679,2077.332,27.2072,-0.0004,6.0034,0.248
1064,263.358,37.8529,31.8283,133.3962248,5.2427,2.6403,2072.9685,26.9467,-0.0004,6.0246,0.248
1065,263.614,37.8984,31.8081,132.33338,5.3084,2.6175,2076.6418,27.3639,-0.0004,6.0903,0.256
1066,263.862,37.8196,31.8283,131.7926344,5.2946,2.6059,2076.6418,27.4603,-0.0004,5.9913,0.248
1067,264.11,37.86,31.8111,131.7693264,5.3394,2.6054,2080.4711,27.1634,-0.0004,6.0489,0.248
1068,264.357,37.8772,31.8485,133.1444984,5.2587,2.6349,2075.7224,27.1246,-0.0004,6.0287,0.247
1069,264.605,38.0085,31.9262,136.4915272,5.2951,2.7067,2072.6247,27.0787,-0.0004,6.0823,0.248
1070,264.853,37.9034,31.8646,127.928168,5.288,2.523,2073.427,27.3836,-0.0004,6.0388,0.248
1071,265.101,37.8994,31.8808,131.564216,5.3229,2.601,2074.9184,27.3984,-0.0004,6.0186,0.248
1072,265.363,37.9913,31.8899,131.0234704,5.2977,2.5894,2074.8034,27.1246,-0.0004,6.1014,0.262
1073,265.611,37.9893,31.9293,132.0396992,5.2611,2.6112,2074.8034,27.1853,-0.0004,6.06,0.248
1074,265.859,37.9368,31.8646,129.8487472,5.3166,2.5642,2074.9895,27.2364,-0.0004,6.0722,0.248
1075,266.107,37.7933,31.7546,134.0255408,5.3525,2.6538,2079.4055,27.1417,-0.0004,6.0387,0.248
1076,266.354,38.0105,31.9798,133.9136624,5.2699,2.6514,2079.0598,27.1756,-0.0004,6.0307,0.247
1077,266.602,37.9085,31.8515,132.1981936,5.2803,2.6146,2071.0222,27.0619,-0.0004,6.057,0.248
1078,266.85,37.8307,31.8434,134.4357616,5.2956,2.6626,2072.6247,27.2023,-0.0004,5.9873,0.248
1079,267.097,37.9095,31.8869,134.6129024,5.2919,2.6664,2072.6247,27.1077,-0.0004,6.0226,0.247
1080,267.345,37.8782,31.798,130.3428768,5.3171,2.5748,2074.4143,27.1561,-0.0004,6.0802,0.248
1081,267.593,37.8267,31.7667,131.9697752,5.3523,2.6097,2078.8291,27.351,-0.0004,6.06,0.248
1082,267.841,37.8974,31.8555,138.27692,5.2561,2.745,2074.1149,26.9229,-0.0004,6.0419,0.248
1083,268.088,37.9943,31.9555,135.0231232,5.2786,2.6752,2076.5268,27.2072,-0.0004,6.0388,0.247
1084,268.336,37.7903,31.7748,136.4449112,5.2837,2.7057,2080.9055,27.6879,-0.0004,6.0155,0.248
1085,268.583,37.9317,31.8929,130.2776144,5.2747,2.5734,2080.9055,27.0811,-0.0004,6.0388,0.247
1086,268.832,38.0175,31.9171,132.4918744,5.3086,2.6209,2075.8122,27.7536,-0.0004,6.1004,0.249
1087,269.08,37.9186,31.8586,131.0234704,5.3338,2.5894,2078.0229,27.6325,-0.0004,6.06,0.248
1088,269.328,37.857,31.7455,136.039352,5.3244,2.697,2079.8669,27.5774,-0.0004,6.1115,0.248
1089,269.576,37.9166,31.8909,132.1981936,5.2466,2.6146,2074.5739,27.3541,-0.0004,6.0257,0.248
1090,269.824,37.9105,31.9444,131.564216,5.336,2.601,2076.4118,27.3246,-0.0004,5.9661,0.248
1091,270.072,37.9176,31.8899,129.6902528,5.3322,2.5608,2076.4118,27.0378,-0.0004,6.0277,0.248
1092,270.319,37.856,31.8343,131.6994024,5.306,2.6039,2076.5119,27.1246,-0.0004,6.0217,0.247
1093,270.566,37.9024,31.8768,131.9697752,5.274,2.6097,2072.0522,26.9333,-0.0004,6.0256,0.247
1094,270.813,37.9721,31.8808,135.7689792,5.2757,2.6912,2070.6791,27.2023,-0.0004,6.0913,0.247
1095,271.06,37.8035,31.8182,133.5733656,5.3288,2.6441,2077.332,27.0956,-0.0004,5.9853,0.247
1096,271.309,37.967,31.9555,133.4381792,5.2418,2.6412,2072.7392,27.4281,-0.0004,6.0115,0.249
1097,271.557,37.9024,31.8555,131.540908,5.3275,2.6005,2072.7392,27.2657,-0.0004,6.0469,0.248
1098,271.805,37.9125,31.8747,134.8646288,5.345,2.6718,2088.1755,27.5424,-0.0004,6.0378,0.248
1099,272.052,37.9034,31.8485,132.379996,5.2914,2.6185,2080.5593,27.1295,-0.0004,6.0549,0.247
1100,272.3,37.9176,31.9262,131.3171512,5.2308,2.5957,2076.872,27.1198,-0.0004,5.9914,0.248
1101,272.548,37.9196,31.8778,129.9606256,5.3598,2.5666,2073.427,27.3246,-0.0004,6.0418,0.248
1102,272.795,37.9155,31.9222,131.9930832,5.3263,2.6102,2077.7924,27.4281,-0.0004,5.9933,0.247
1103,273.042,37.9802,31.9242,134.6828264,5.2735,2.6679,2077.7924,27.3886,-0.0004,6.056,0.247
1104,273.289,37.963,31.9394,131.3171512,5.3372,2.5957,2078.0856,27.2853,-0.0004,6.0236,0.247
1105,273.537,38.0216,31.9878,133.6899056,5.313,2.6466,2087.0437,27.2755,-0.0004,6.0338,0.248
1106,273.785,37.8509,31.8091,132.3986424,5.304,2.6189,2082.6391,27.2853,-0.0004,6.0418,0.248
1107,274.032,37.86,31.8202,133.2796848,5.2897,2.6378,2081.0209,27.0234,-0.0004,6.0398,0.247
1108,274.279,38.0509,32.0323,130.81836,5.2648,2.585,2073.6562,27.1586,-0.0004,6.0186,0.247
1109,274.533,37.8428,31.8444,133.2610384,5.3571,2.6374,2085.4187,27.3246,-0.0004,5.9984,0.254
1110,274.781,37.8681,31.8677,133.9835864,5.2912,2.6529,2085.4187,27.5474,-0.0004,6.0004,0.248
1111,275.03,37.8994,31.8677,131.7227104,5.314,2.6044,2073.6782,27.009,-0.0004,6.0317,0.249
1112,275.278,37.96,31.9717,132.9673576,5.3205,2.6311,2084.955,27.3,-0.0004,5.9883,0.248
1113,275.526,37.8873,31.805,131.7460184,5.3784,2.6049,2083.1018,27.5474,-0.0004,6.0823,0.248
1114,275.773,37.8923,31.8545,132.4685664,5.3164,2.6204,2081.4831,27.2218,-0.0004,6.0378,0.247
1115,276.021,37.9862,31.9454,134.0721568,5.2616,2.6548,2072.0522,27.256,-0.0004,6.0408,0.248
1116,276.279,37.8338,31.8303,132.356688,5.2691,2.618,2079.175,27.3688,-0.0004,6.0035,0.258
1117,276.527,37.8368,31.8293,135.0650776,5.3326,2.6761,2079.175,27.2609,-0.0004,6.0075,0.248
1118,276.775,37.9297,31.906,131.564216,5.2977,2.601,2086.4243,27.5125,-0.0004,6.0237,0.248
1119,277.024,37.9064,31.8899,135.6104848,5.3513,2.6878,2078.0229,26.9659,-0.0004,6.0165,0.249
1120,277.272,37.8964,31.8616,133.6665976,5.3208,2.6461,2082.6391,27.0811,-0.0004,6.0348,0.248
1121,277.519,37.962,31.905,132.6503688,5.2461,2.6243,2071.8232,27.0234,-0.0004,6.057,0.247
1122,277.767,37.9973,31.9727,136.1745384,5.3043,2.6999,2075.2629,27.1392,-0.0004,6.0246,0.248
1123,278.026,38.0105,31.9525,133.5733656,5.2796,2.6441,2074.1149,27.3639,-0.0004,6.058,0.259
1124,278.274,37.8398,31.8636,135.1583096,5.2854,2.6781,2074.1149,26.985,-0.0004,5.9762,0.248
1125,278.522,37.9256,31.9545,133.801784,5.1775,2.649,2065.4111,27.3886,-0.0004,5.9711,0.248
1126,278.769,37.8045,31.795,134.0068944,5.2946,2.6534,2066.571,27.3246,-0.0004,6.0095,0.247
1127,279.017,37.8408,31.802,131.587524,5.265,2.6015,2079.8669,27.3196,-0.0004,6.0388,0.248
