,Unnamed: 0,Time (sec),PT1 (psi),PT2 (psi),torque (mNm),V (V),I (A),Speed (RPM),Flow Rate (GPM),DP (psi),GV,Speed (rad/s),torque_adj (mNm),turbine power (w),fluid power (w),turbine eff
42,42,623.881,37.50948571,29.50804286,138.42362859999997,9.9163,3.008085714,3208.5267710000003,28.00852857,8.001442857,8.76,335.99613737006115,160.40759626914422,53.896332751248686,91.50307663320358,0.5890111538795124
43,43,634.775,37.56118571,29.58938571,143.1793286,9.3094,3.1060285710000004,3065.546086,27.48145714,7.9718,8.76,321.0232350671289,165.10839307371634,53.003630481259556,89.42679316305443,0.5927041394027909
44,44,645.8969999999999,37.47651429,29.63052857,148.8504714,8.699071429,3.204785714,2934.618471,26.99278571,7.845985713999999,8.76,307.3125273015946,169.84827177914417,52.196501658256906,86.35935644390938,0.6044104982667242
45,45,679.82,37.82272857,29.4087,115.74822859999999,13.30995714,2.519042857,3841.390814,27.63364286,8.414028571000001,8.76,402.26950490133055,136.93583763457212,55.08511160850831,95.23777032308391,0.5783956451483271
46,46,689.2919999999999,37.95255714,29.41307143,112.7485571,13.91258571,2.4195428569999997,4031.608557,27.13427143,8.539485714,8.76,422.1890603449435,132.16030528457208,55.79663510299436,94.99750504123082,0.5873484264537
47,47,699.788,37.94611429,29.3405,108.26421429999999,14.54535714,2.320314286,4121.165229,27.22125714,8.605614286,8.76,431.5674130953989,127.3978002508558,54.980739088306194,96.08507115759828,0.5722089646801327
48,48,710.3610000000001,37.94584286,29.12841429,102.8208714,15.23082857,2.219171429,4213.5649140000005,27.51722857,8.817428571,8.76,441.2434854706761,122.54341848628371,54.07148509437951,99.66514636619695,0.5425315375116805
49,49,721.0260000000001,37.97737143,29.09541429,97.60084286,15.86768571,2.119285714,4333.811186,27.39572857,8.881957143,8.76,453.8356456141794,117.7493736291442,53.43886300164789,99.99406283174491,0.5344203594524091
50,50,738.693,38.05377143,29.10037143,94.7368,16.44032857,2.011628571,4474.117414,27.76778571,8.9534,8.76,468.5284794353136,112.5823367537163,52.74803105049312,102.21500533503647,0.5160497803389789
51,51,819.96,39.42066667,28.4,93.20345,19.18223333,2.01285,5055.6274,26.8875,11.02066667,10.95,529.424062699287,112.64095960499999,59.634834460425374,123.15297385347033,0.4842338158344434
52,52,833.868,39.3703,28.46518333,98.27695,18.44951667,2.1009,4983.557967,27.53846667,10.90511667,10.95,521.876969332538,116.86694577000002,60.99016747359768,124.75042989456168,0.48889745330053136
53,53,845.7589999999999,39.24728333,28.45796667,102.9024667,17.90623333,2.213466667,4807.120733,27.12088333,10.78931667,10.95,503.40050541518036,122.2696167226651,61.55058685511,121.49262884741151,0.5066199278016641
54,54,856.7310000000001,39.09583333,28.44946667,108.20136670000001,17.32091667,2.312933333,4658.800067,27.20025,10.64636667,10.95,487.8684016102236,127.04354919733491,61.98053328179359,120.15680206412513,0.5158304167309304
55,55,866.7239999999999,39.02471667,28.52868333,113.01578329999998,16.66966667,2.417766667,4570.848833,27.08301667,10.49603333,10.95,478.65816993379593,132.0750565126651,63.218804844254954,117.86786951230404,0.5363531648262773
56,56,892.699,38.93863333,28.61695,115.38158329999999,16.06406667,2.519483333,4460.97685,26.64645,10.32168333,10.95,467.15240279267175,136.9569784123349,63.97978154454633,113.94700677953895,0.5614871627855251
57,57,903.07,38.95571667,28.59656667,120.09896670000002,15.38178333,2.6230833330000003,4314.57955,27.28418333,10.35915,10.95,451.82171340401027,141.92929149233493,64.12673566428398,117.1187849575238,0.5475358687126171
58,58,913.528,38.88853333,28.58673333,126.70745,14.78883333,2.716583333,4218.6203,27.28558333,10.3018,10.95,441.77288425402645,146.41685204233488,64.68299503013732,116.44410899537911,0.5554853361684803
59,59,922.918,38.8498,28.7358,130.22981670000001,14.16413333,2.818133333,4132.27605,27.27626667,10.113999999999999,10.95,432.73093554836777,151.29077475733487,65.46819850057891,114.176117341312,0.5733966088973911
60,60,933.592,38.73611667,28.76698333,135.37485,13.47738333,2.914216667,3954.9042,27.45905,9.969133333,10.95,414.15659887247097,155.9023231976651,64.56797593186171,113.21088320908882,0.5703336472749826
61,61,945.596,38.71156667,28.74373333,138.52151669999998,12.81423333,3.0099166669999997,3883.6546670000002,27.05531667,9.967833333,10.95,406.6953652328466,160.4954734076651,65.27276517574897,111.53103211284228,0.5852430838236017
62,62,961.408,38.7628,28.83676667,140.5250667,12.19843333,3.1116666669999997,3805.008,27.12435,9.926033333,10.95,398.45950553304,165.3789951826651,65.89683264603573,111.32241912501318,0.5919457478913992
63,63,973.758,38.65168333,28.8771,147.6756833,11.61086667,3.209483333,3638.3662329999997,27.02876667,9.774583332999999,10.95,381.0088205200329,170.07373541233488,64.79959333088986,109.14949385926465,0.5936774513534737
64,64,991.29,38.570440000000005,28.9892,150.8817,10.94238,3.3070800000000005,3544.6167600000003,27.137179999999997,9.58124,10.95,371.19139867609385,174.75791672400004,64.8686355385019,107.30499082219517,0.6045258010970759
65,65,1002.716,38.474940000000004,29.0649,154.9708,10.3018,3.4039,3400.1056200000003,27.105999999999998,9.410039999999999,10.95,356.0582275005231,179.40482167,63.87856280886764,105.1631054987092,0.6074237015533143
66,66,1111.4029,39.16026,28.301740000000002,139.04564,13.89696,3.01032,4067.4689,27.59388,10.85852,12.26,425.9443466781195,160.514831496,68.37038503371215,124.44215118123802,0.5494150043592325
67,67,1122.404,39.24216,28.429740000000002,133.60668,14.449079999999999,2.9165,4237.56076,27.15346,10.81242,12.26,443.7563245848138,156.01191245,69.23127286025976,121.91144657385048,0.5678816452917851
68,68,1133.4709,39.24188,28.33158,129.48561999999998,15.133220000000001,2.82078,4330.85844,27.13658,10.9103,12.26,453.5264347764822,151.417802334,68.67197605422912,122.9910509591641,0.5583493719151146
69,69,1144.6109,39.36878,28.372659999999996,123.90388,15.7076,2.72048,4487.42144,27.01776,10.99612,12.26,469.9216737785472,146.603873744,68.8923377321993,123.46112046227991,0.5580083630720606
70,70,1154.425,39.40576,28.27944,120.57094,16.294220000000003,2.6207,4592.02386,26.827059999999996,11.12632,12.26,480.8756135733543,141.81490270999998,68.19532835451679,124.10906365785094,0.5494790335581011
71,71,1164.2929,39.4183,28.2729,116.70808000000001,16.88194,2.5147,4548.74348,27.18174,11.1454,12.26,476.3433027834474,136.72740091,65.12918173046593,125.9755051191837,0.5169987742366907
72,72,1191.4759,39.08582,28.518459999999997,141.9459,13.221379999999998,3.10954,3986.42396,26.70014,10.56736,12.26,417.4573404173298,165.276925162,68.99606561048257,117.02996377871189,0.5895589760323686
73,73,1204.6169,39.09838,28.52202,144.34192,13.198879999999999,3.11062,3999.94976,27.050420000000003,10.576360000000001,12.26,418.8737588795088,165.328760086,69.25187918811132,118.67118375976129,0.5835610381059758
74,74,1214.9160000000002,39.08122,28.58326,146.65313999999998,12.57744,3.2054400000000003,3977.16738,26.736759999999997,10.49796,12.26,416.4879936275919,169.879674432,70.7528447622922,116.3833351191199,0.6079293456393539
75,75,1237.285,38.93658,28.59572,151.3111,11.90484,3.30214,3776.70594,26.6916,10.340860000000001,12.26,395.4957207438447,174.520819942,69.02223746776804,114.36273222167459,0.6035378494978507
76,76,1249.378,38.94678,28.63832,154.91754,11.25118,3.40164,3692.7439799999997,26.88802,10.30846,12.26,386.70324486332487,179.296352292,69.33448122347423,114.82536108730159,0.6038255013259597
0,0,218.957,39.49456667,31.57835,51.13825,17.626825,1.032666667,4429.3524,28.95301667,7.91621667,0.0,463.84069813666196,65.59676648266509,30.42644996082696,93.51532945905583,0.3253632333525456
1,1,230.69299999999998,39.38844167,31.58035,55.57203333,16.99763333,1.133633333,4312.898633,28.72414167,7.80809167,0.0,451.6456881875949,70.4426919073349,31.815138064274993,91.42509343853686,0.3479913103470179
2,2,238.398,39.36255833,31.744725,57.8076,16.37248333,1.226125,4175.4666,28.785025,7.61783333,0.0,437.253839362683,74.8818572125,32.742379564773834,89.23661136536127,0.36691643781403555
3,3,246.265,39.26884545,31.89569091,64.05278182,15.71775455,1.321318182,4052.089882,28.46890909,7.37315454,0.0,424.3338596810189,79.45068254054459,33.713614776720625,85.2265881815136,0.39557625731676777
4,4,255.324,39.22793636,31.74323636,63.68204545,15.77521818,1.315945455,4137.053773,28.38475455,7.4847,0.0,433.23125753038556,79.1928168963615,34.30880365138426,86.3519201137938,0.39731373206493176
5,5,264.54400000000004,39.18494545,31.91880909,68.27891818,15.17418182,1.411954545,4029.666309,28.16137273,7.26613636,0.0,421.9856686102343,83.8008019736385,35.36273745091969,82.99495963345083,0.4260829525925435
6,6,273.988,39.07904545,31.9068,71.93234545,14.58717273,1.514727273,3946.795491,28.97999091,7.17224545,0.0,413.3074568526247,88.7334098858169,36.67417997776853,84.22393508641309,0.43543655304327816
7,7,286.3,39.0251,31.9259,77.20988182,14.06141818,1.6022181819999999,3794.3601729999996,29.04258182,7.0992,0.0,397.34446769831754,92.9325623105446,36.926239503124066,83.48304031982495,0.4423202528520645
8,8,295.643,39.00488,32.03439,81.09342,13.52699,1.70029,3757.68135,28.3834,6.97049,0.0,393.5034703400692,97.639548637,38.42150123109748,79.99909949720856,0.48027417149161955
9,9,304.062,38.92708,32.1048,85.8786,12.98925,1.7914599999999998,3621.1271,28.18948,6.82228,0.0,379.2035427358605,102.015280138,38.684555641520866,77.63515815802938,0.4982865567527659
10,10,315.57,38.84094,32.04266,90.02415,12.44631,1.8993200000000001,3508.9890600000003,29.08019,6.79828,0.0,367.4604746608803,107.192053196,39.3888427472765,79.78462491745262,0.49368963992785936
11,11,323.776,38.91299,32.18533,96.47348000000001,11.76493,1.98836,3441.28191,28.239520000000002,6.72766,0.0,360.37019850113205,111.465554708,40.16886407616075,76.6106656659052,0.5243246971816549
12,12,336.402,38.741609999999994,32.06977,97.89602,11.26695,2.09353,3290.01191,28.79883,6.6718399999999995,0.0,344.52924116228206,116.513220409,40.14221141288648,77.42874185088964,0.5184407037142792
13,13,344.374,38.70082,31.99612,100.43047,11.22494,2.0916,3277.6761,28.61768,6.7047,0.0,343.2374381613555,116.42058948,39.95990488235006,77.35075578136149,0.5166065215354863
14,14,354.366,38.71436667,32.15678889,104.03322220000001,10.57776667,2.1787888890000002,3213.341989,28.52698889,6.55757778,0.0,336.5003858192927,120.60524636422171,40.58371193339146,75.27999124342712,0.5391035687312853
15,15,363.914,38.57123333,32.23518889,107.8563889,9.989644444,2.2859,3089.660411,29.06524444,6.33604444,0.0,323.5484812731193,125.74607626999999,40.684952003212324,73.89952621251744,0.5505441521534534
16,16,377.592,38.66048889,32.19993333,111.92546670000002,9.309311111,2.381733333,2985.270911,28.67528889,6.46055556,0.0,312.6168384085468,130.34562583733492,40.748237449651036,74.46113595181961,0.5472416842528074
17,17,387.648,38.48768889,32.24654444,114.4126222,8.730933333,2.478088889,2816.230967,28.87626667,6.24114445,0.0,294.91501688765305,134.9702396542217,39.80475050695537,72.22701313006091,0.5511061413446241
18,18,407.95599999999996,38.42345,32.501275,137.7041,5.1220875,3.0126,2166.943288,29.059,5.922175,0.0,226.92177021825444,160.62426078,36.449141596196135,68.65217776786581,0.5309247686131957
19,19,416.111,38.4006625,32.405525,140.0079625,5.1567375,3.012175,2152.648325,28.9857,5.9951375,0.0,225.4248051951604,160.6038627775,36.204094480208205,69.39895394784175,0.5216806943144728
20,20,469.43199999999996,38.8604375,32.05715,137.367425,7.607575,3.0102,2690.449088,28.6457375,6.8032875,4.38,281.7431693353334,160.50907206,45.222334669257805,78.65505440214861,0.5749450561440649
21,21,499.841,38.8553625,32.002025,129.18575,8.9569875,2.8169125,3005.5625379999997,28.2808125,6.8533375,4.38,314.7417726165381,151.23218051125002,47.5990845707751,78.2687580335751,0.6081492253953542
22,22,511.681,39.0091875,31.9009,121.5843375,10.2759375,2.6204125,3284.827038,28.8009625,7.1082875,4.38,343.98628263673567,141.80110406125,48.777634659814304,82.9023539696603,0.5883745433533216
23,23,521.961,39.1859125,32.0008875,113.031325,11.5838875,2.3776625,3479.1084,29.0620375,7.185025,4.38,364.331379266442,130.15024498625002,47.4178182677058,84.6239407562099,0.5603357376644761
24,24,533.063,39.3259625,31.9065875,104.92975,12.7880375,2.18255,3644.89525,28.5899125,7.419375,4.38,381.6925375806637,120.785762015,46.103024007119494,86.16364623651738,0.5350635218078825
25,25,545.884,39.3658125,31.7658875,93.7703,13.996525,1.9846625,3846.897675,28.5460625,7.599925,4.38,402.84618203606965,111.28809208625,44.831983003024355,88.27342988881787,0.5078763004846546
26,26,565.36,39.3847875,31.775775,87.084475,15.111875,1.794125,4071.0817130000005,27.895825,7.6090125,4.38,426.32267957034037,102.1431876125,43.54595744281699,86.37296197923926,0.5041619095253879
27,27,578.563,39.506525,31.4573625,76.37125,16.16505,1.603925,4234.5195380000005,28.73885,8.0491625,4.38,443.4378485620732,93.0144815525,41.24614158475725,94.48556566561524,0.43653378475530846
28,28,620.0980000000001,40.9273,30.62388571,77.59975714,19.92314286,1.605528571,5091.3469,28.29028571,10.30341429,8.76,533.1645999880094,93.0914454237163,49.633063261641304,120.75164799274046,0.41103425159568197
29,29,643.5459999999999,40.7938,30.87322857,85.14055714,18.7455,1.802914286,4925.664371,28.48285714,9.92057143,8.76,515.814366143349,102.5650320308558,52.90451698546818,116.83026536129293,0.45283229325777075
30,30,655.0880000000001,40.59488571,30.83138571,95.47821429,17.72288571,1.9804571430000002,4665.4862,28.33294286,9.7635,8.76,488.568571819881,111.08625471542791,54.27325281513614,114.27951395252565,0.4749167277494941
31,31,674.1489999999999,40.3952,30.7823,102.2197,16.58782857,2.1798428569999997,4560.460314,28.6103,9.6129,8.76,477.57028676930304,120.65583187457209,57.621640228728204,113.52397136788592,0.5075724495401895
32,32,687.095,40.26755714,30.9068,111.4136429,15.4132,2.3746571430000003,4301.965843,28.73142857,9.36075714,8.76,450.50080909732844,130.00600197542792,58.56780907743916,110.85334586012755,0.5283359615625748
33,33,701.2410000000001,40.3104,31.19545714,118.0046,14.72951429,2.475928571,4175.9584859999995,28.32682857,9.11494286,8.76,437.30534954409086,134.8665545437163,58.97786577654705,106.26339363060154,0.5550158315249092
34,34,711.779,40.22131429,31.17152857,120.55372859999999,14.08888571,2.616842857,4103.2197289999995,27.71434286,9.04978572,8.76,429.68816473204635,141.6297779745721,60.85663936930109,103.18025471331059,0.589808966244492
35,35,721.4960000000001,40.11745714,31.2494,126.48068570000001,13.33331429,2.7564428569999997,3899.849614,28.16147143,8.86805714,8.76,408.39129611492456,148.3299218545721,60.57664903881417,102.61873989890587,0.5903078628571237
36,36,729.375,40.14738571,31.26262857,128.8599571,12.88741429,2.811285714,3839.459586,27.87531429,8.88475714,8.76,402.0672671783214,150.9621212291442,60.69692753004446,101.77849600641947,0.5963629834559171
37,37,742.352,39.93431667,31.25516667,138.74125,11.60083333,3.0067,3560.6270329999998,28.89316667,8.67915,8.76,372.8679905421369,160.34108851000002,59.786059474062625,102.91076097688169,0.5809505138873983
38,38,762.7710000000001,39.92068333,31.31775,146.00755,10.27365,3.203366667,3327.4222170000003,28.08198333,8.60293333,8.76,348.44683934579683,169.7801641926651,59.159361596544585,99.09049700278311,0.5970235631665366
39,39,806.93,40.86465,30.83756667,146.41365,12.57676667,3.20585,3966.9175170000003,27.91531667,10.02708333,10.95,415.41463048544836,169.89935250499997,70.57867674058149,115.79570551125582,0.609510313262187
40,40,827.3810000000001,40.89635,30.58461667,138.0157833,13.85718333,3.014516667,4133.6716670000005,28.47475,10.31173333,10.95,432.8770842186816,160.7162517876651,69.57038246039994,121.64204005982357,0.5719271267251455
41,41,842.615,40.98245,30.51135,128.53513329999998,15.19138333,2.798166667,4383.275833,28.3017,10.4711,10.95,459.0155713291809,150.3324686326651,69.00494397874894,122.86474194965892,0.5616334099087773
42,42,853.558,41.17165,30.459,120.3191,16.28638333,2.6085833330000003,4531.88135,28.41903333,10.71265,10.95,474.5775046610692,141.2333596423349,67.02617539395867,126.36015919441198,0.5304375668824163
43,43,864.607,41.18856667,30.51768333,116.34191670000001,16.90563333,2.477766667,4696.0146,27.76436667,10.67088334,10.95,491.76549838842305,134.9547745126651,66.366101948118,122.94487484491658,0.5398037293692202
44,44,877.993,41.24836667,30.35131667,111.7545,17.51241667,2.377616667,4837.709017,28.45213333,10.89705,10.95,506.60370302153086,130.14804521766507,65.93348164828276,128.78954246132452,0.5119474794941723
45,45,938.732,41.51345,30.06471667,138.93395,15.25481667,3.008283333,4448.4196329999995,27.53418333,11.44873333,12.26,465.83741410494986,160.41708105233488,74.72827821568382,131.24198299131814,0.5693930898668851
46,46,5.484,41.54133333,30.13703333,138.8957,15.25191429,2.9940428569999997,4475.047067,28.03973333,11.4043,12.26,468.6258324697086,159.7336051345721,74.85529367957658,133.10973832605995,0.5623577554950505
47,47,32.815,41.63742105,30.06410526,129.5737474,16.3956,2.8285052630000003,4610.551247,27.61924211,11.57331579,12.26,482.8157970007845,151.7885786492639,73.28592357616063,133.14416399996335,0.5504253538005676
48,48,43.251000000000005,41.85144737,30.03111579,121.29613159999998,17.53543684,2.629557895,4831.7925,27.61563158,11.82033158,12.26,505.98412681083744,142.2400400378935,71.9712024561121,136.09404569791957,0.5288343225232837
49,49,58.107,41.86729444,30.03626111,116.7691611,18.16802222,2.48975,4931.341161,27.78647222,11.83103333,12.26,516.4088382013356,135.52991817499998,69.9888475862738,137.06532492434914,0.5106240227052535
50,50,66.911,41.98377222,30.05213333,113.13916670000002,18.71998333,2.386566667,5085.996206,27.37214444,11.93163889,12.26,532.6042766232495,130.5776031526651,69.54618987032292,136.21939833626482,0.5105454195197989
51,51,92.275,41.4506375,30.1583875,138.0248813,15.17205,3.014925,4473.473594,27.95275625,11.29225,12.26,468.4610587626495,160.7358498525,75.2984864030164,131.3344054651419,0.5733340485787765
52,52,103.34200000000001,41.40290667,30.211840000000002,146.44212,13.98173333,3.217073333,4188.411553,28.24295333,11.19106667,12.26,438.6094316693295,170.4380197393349,74.75572297271563,131.4548000465967,0.5686800553971176
53,53,114.199,41.31728667,30.35274,155.49746000000002,12.69834,3.406793333,3936.795507,28.01270667,10.96454667,12.26,412.26026097814076,179.54368805533488,74.01872769467025,127.62292756332432,0.5799798602640847
0,0,0.0,42.416000000000004,22.074,135.4,24.3,2.42,5700.0,27.24,20.342,15.0,596.9026034999999,132.182246,78.89992677387745,235.21734816462381,0.33543413098364244
1,1,0.0,41.728,21.921,144.52,23.3,2.62,5760.0,26.996,19.807000000000002,15.0,603.1857888,141.781306,85.52046889670417,226.82790051264448,0.37702799657106933
2,2,0.0,41.507,22.004,153.44,22.2,2.818,5640.0,27.48,19.503,15.0,590.6194182,151.2843754,89.35148978149839,227.26072658420534,0.3931673154639484
3,3,0.0,41.452,22.234,161.2,21.2,3.0180000000000002,5460.0,26.753,19.218,15.0,571.7698623,160.8834354,91.98829970500894,217.9317753926038,0.4220967756505087
4,4,0.0,41.41,22.448,170.4,20.1,3.219,5280.0,27.24,18.962,15.0,552.9203064,170.53049069999997,94.28977116838634,218.86553009665846,0.43081142620651486
5,5,0.0,41.315,22.517,178.8,19.0,3.42,5100.0,26.753,18.798,15.0,534.0707505,180.177546,96.2275572154683,213.0441080852458,0.4516790352961301
6,6,0.0,48.09,21.791,160.8,24.6,3.01,6180.0,27.24,26.299,20.0,647.1680858999999,160.49947299999997,103.8701367293687,305.80269615800773,0.3396639010523935
7,7,0.0,47.7,21.926,169.6,23.7,3.219,6060.0,27.24,25.774,20.0,634.6017153,170.53049069999997,108.21894190917068,299.5818958060644,0.36123325015349617
8,8,0.0,47.465,22.044,178.4,22.8,3.42,5880.0,27.24,25.421,20.0,615.7521594,180.177546,110.94471302489283,295.39914814085296,0.3755756024455152
9,9,0.0,47.157,22.121,187.2,21.8,3.6180000000000003,5820.0,27.483,25.035999999999998,20.0,609.4689741,189.68061540000002,115.60445007449466,293.43170095087834,0.39397396293540665
10,10,0.0,44.992,32.707,122.24,18.9,2.42,4770.0,26.996,12.285,15.0,499.51323135,132.182246,66.02678082656061,138.49701069818434,0.4767379490265504
11,11,0.0,44.756,33.046,131.2,17.6,2.62,4590.0,27.483,11.71,15.0,480.66367544999997,141.781306,68.14912365206112,134.121419962025,0.5081151368018382
12,12,0.0,44.62,33.107,140.0,16.5,2.818,4410.0,27.483,11.513,15.0,461.81411955,151.2843754,69.86526062702266,131.76631525282463,0.5302209482975201
13,13,0.0,44.50899999999999,33.223,149.0,15.4,3.0180000000000002,4230.0,27.483,11.286,15.0,442.96456365,160.8834354,71.26566076047395,129.0525651564364,0.552221962222032
14,14,0.0,44.104,32.813,157.92,14.3,3.219,4050.0,27.726,11.290999999999999,15.0,424.11500775,170.53049069999997,72.3245403848418,130.2539286781483,0.5552580342014293
15,15,0.0,44.053999999999995,33.218,166.4,13.2,3.42,3870.0,27.726,10.835999999999999,15.0,405.26545185,180.177546,73.01973459291416,124.76637890513373,0.5852516938752771
16,16,0.0,47.147,35.117,122.36,20.0,2.42,5070.0,27.483,12.03,15.0,530.92915785,132.182246,70.17940855150154,137.94697075869564,0.5087419329726579
17,17,0.0,46.62,35.501,131.32,18.9,2.62,4860.0,27.483,11.119000000000002,15.0,508.9380093,141.781306,72.15789563159414,127.05610583442393,0.5679215111915075
18,18,0.0,46.403,34.59,140.08,17.85,2.818,4710.0,27.24,11.812999999999999,15.0,493.23004605,151.2843754,74.61799944518748,134.15600301848121,0.5562032094449636
19,19,0.0,46.342,34.94,149.0,16.7,3.0180000000000002,4530.0,27.361,11.402000000000001,15.0,474.38049015,160.8834354,76.31996294206787,129.86029308331695,0.5877082295902553
20,20,0.0,46.103,34.900999999999996,157.56,15.7,3.219,4350.0,27.480999999999998,11.202,15.0,455.53093425,170.53049069999997,77.68191374668193,128.03903970400467,0.6067049075521321
21,21,0.0,46.231,34.551,166.0,14.6,3.42,4170.0,27.604,11.68,15.0,436.68137835,180.177546,78.68017913500054,134.3516948427684,0.58562848222406
22,22,0.0,44.1,31.0,120.0,17.6,2.42,4710.0,27.483,13.1,15.0,493.23004605,132.182246,65.19625528157243,150.73865623506316,0.43251185137211806
23,23,0.0,44.032,31.628,130.0,16.6,2.62,4560.0,27.483,12.404000000000002,15.0,477.52208279999996,141.781306,67.70370454322413,142.4180832523045,0.4753869943838652
24,24,0.0,43.698,31.689,138.8,15.5,2.818,4350.0,27.604,12.009,15.0,455.53093425,151.2843754,68.91471286338971,138.30215579578217,0.4982909519150924
25,25,0.0,43.67100000000001,31.435,146.8,14.4,3.0180000000000002,4170.0,27.726,12.235999999999999,15.0,436.68137835,160.8834354,70.25480032415518,141.6511474374863,0.495970569918328
26,26,0.0,43.365,31.906999999999996,156.0,13.2,3.219,3990.0,27.726,11.458,15.0,417.83182245,170.53049069999997,71.25306571247376,132.26804035307896,0.5387020592598892
27,27,0.0,43.504,31.574,163.6,12.0,3.42,3780.0,27.726,11.93,15.0,395.8406739,180.177546,71.32160123028827,137.9606194582721,0.5169707233147092
28,28,0.0,51.1,31.235,148.0,20.2,3.01,5370.0,27.726,19.865,20.0,562.34508435,160.49947299999997,90.25608968231552,233.66107538985605,0.38626925572317133
29,29,0.0,51.313,31.774,152.0,19.8,3.11,5340.0,27.726,19.539,20.0,559.2034917,165.29900299999997,92.43577965212876,229.72933643160826,0.4023682002827158
30,30,0.0,51.0163,31.674,166.0,18.5,3.42,5130.0,27.604,19.3423,20.0,537.21234315,180.177546,96.79360166967692,226.35660961564753,0.42761553035288874
31,31,0.0,51.13,31.3,156.0,19.3,3.2,5280.0,27.726,19.83,20.0,552.9203064,169.61858,93.78555722473291,233.23895617654725,0.402100741497673
